"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95","values"
"2015.7041",29465.5908051992,26548.2161670775,32382.965443321,25003.8513217011,33927.3302886974,2015-09-15
"2015.7068",29527.5486901834,26610.1740520617,32444.9233283051,25065.8092066853,33989.2881736815,2015-09-16
"2015.7096",29593.9581590647,26676.583520943,32511.3327971865,25132.2186755666,34055.6976425628,2015-09-17
"2015.7123",29665.5824047967,26748.207766675,32582.9570429184,25203.8429212986,34127.3218882948,2015-09-18
"2015.7151",29743.0963544029,26825.7217162812,32660.4709925247,25281.3568709048,34204.835837901,2015-09-19
"2015.7178",29827.0708827371,26909.6962446153,32744.4455208588,25365.3313992389,34288.8103662352,2015-09-20
"2015.7205",29917.9586420912,27000.5840039694,32835.3332802129,25456.2191585931,34379.6981255893,2015-09-21
"2015.7233",30016.0818087926,27098.7071706709,32933.4564469144,25554.3423252945,34477.8212922908,2015-09-22
"2015.7260",30121.6220195891,27204.2473814673,33038.9966577108,25659.8825360909,34583.3615030872,2015-09-23
"2015.7288",30234.6127365346,27317.2380984129,33151.9873746564,25772.8732530365,34696.3522200327,2015-09-24
"2015.7315",30354.9342397651,27437.5596016433,33272.3088778868,25893.194756267,34816.6737232632,2015-09-25
"2015.7342",30482.3114036065,27564.9367654848,33399.6860417283,26020.5719201084,34944.0508871047,2015-09-26
"2015.7370",30616.3143636235,27698.9397255018,33533.6890017453,26154.5748801254,35078.0538471216,2015-09-27
"2015.7397",30756.3621312818,27838.98749316,33673.7367694035,26294.6226477837,35218.1016147799,2015-09-28
"2015.7425",30901.7291597645,27984.3545216428,33819.1037978862,26439.9896762664,35363.4686432626,2015-09-29
"2015.7452",31051.5548100784,28134.1801719566,33968.9294482001,26589.8153265803,35513.2942935765,2015-09-30
"2015.7479",31204.8556119044,28287.4809737827,34122.2302500261,26743.1161284063,35666.5950954025,2015-10-01
"2015.7507",31360.5401596928,28443.1655215711,34277.9147978146,26898.8006761947,35822.279643191,2015-10-02
"2015.7534",31517.4264322947,28600.0517941729,34434.8010704164,27055.6869487965,35979.1659157928,2015-10-03
"2015.7562",31674.2612749601,28756.8866368384,34591.6359130819,27212.521791462,36136.0007584583,2015-10-04
"2015.7589",31829.7417367953,28912.3670986736,34747.1163749171,27368.0022532972,36291.4812202935,2015-10-05
"2015.7616",31982.5379156693,29065.1632775476,34899.9125537911,27520.7984321712,36444.2773991675,2015-10-06
"2015.7644",32131.3169269612,29213.9422888395,35048.691565083,27669.5774434631,36593.0564104594,2015-10-07
"2015.7671",32274.7675831979,29357.3929450762,35192.1422213197,27813.0280996998,36736.507066696,2015-10-08
"2015.7699",32411.6253492226,29494.2507111009,35328.9999873443,27949.8858657245,36873.3648327207,2015-10-09
"2015.7726",32540.6971226071,29623.3224844854,35458.0717607289,28078.957639109,37002.4366061052,2015-10-10
"2015.7753",32660.8853819974,29743.5107438756,35578.2600201191,28199.1458984992,37122.6248654955,2015-10-11
"2015.7781",32771.2112472501,29853.8366091284,35688.5858853718,28309.471763752,37232.9507307482,2015-10-12
"2015.7808",32870.8360047182,29953.4613665964,35788.2106428399,28409.09652122,37332.5754882163,2015-10-13
"2015.7836",32959.0806688654,30041.7060307436,35876.4553069871,28497.3411853672,37420.8201523635,2015-10-14
"2015.7863",33035.4431773726,30118.0685392509,35952.8178154944,28573.7036938745,37497.1826608707,2015-10-15
"2015.7890",33099.6128507265,30182.2382126048,36016.9874888483,28637.8733672284,37561.3523342246,2015-10-16
"2015.7918",33151.4817884905,30234.1071503688,36068.8564266122,28689.7423049924,37613.2212719886,2015-10-17
"2015.7945",33191.1529224433,30273.7782843216,36108.5275605651,28729.4134389452,37652.8924059415,2015-10-18
"2015.7973",33218.9445007906,30301.5698626689,36136.3191389124,28757.2050172925,37680.6839842888,2015-10-19
"2015.8000",33235.390836845,30318.0161987232,36152.7654749667,28773.6513533468,37697.1303203431,2015-10-20
"2015.8027",33241.2392189593,30323.8645808376,36158.6138570811,28779.4997354612,37702.9787024574,2015-10-21
"2015.8055",33237.4429450226,30320.0683069008,36154.8175831443,28775.7034615245,37699.1824285207,2015-10-22
"2015.8082",33225.15051334,30307.7758752182,36142.5251514617,28763.4110298418,37686.8899968381,2015-10-23
"2015.8110",33205.6910710336,30288.3164329119,36123.0657091553,28743.9515875355,37667.4305545317,2015-10-24
"2015.8137",33180.5562899771,30263.1816518553,36097.9309280988,28718.8168064789,37642.2957734752,2015-10-25
"2015.8164",33151.3789074792,30234.0042693574,36068.7535456009,28689.639423981,37613.1183909773,2015-10-26
"2015.8192",33119.9082332216,30202.5335950999,36037.2828713434,28658.1687497235,37581.6477167198,2015-10-27
"2015.8219",33087.9829841341,30170.6083460124,36005.3576222559,28626.243500636,37549.7224676323,2015-10-28
"2015.8247",33057.5018638069,30140.1272256852,35974.8765019287,28595.7623803088,37519.241347305,2015-10-29
"2015.8274",33030.3923516269,30113.0177135052,35947.7669897487,28568.6528681288,37492.1318351251,2015-10-30
"2015.8301",33008.5782081006,30091.2035699789,35925.9528462224,28546.8387246025,37470.3176915987,2015-10-31
"2015.8329",32993.946235936,30076.5715978143,35911.3208740577,28532.2067524379,37455.6857194341,2015-11-01
"2015.8356",32988.3128606687,30070.9382225469,35905.6874987904,28526.5733771706,37450.0523441668,2015-11-02
"2015.8384",32993.3911093508,30076.016471229,35910.7657474725,28531.6516258526,37455.1305928489,2015-11-03
"2015.8411",33010.7585706569,30093.3839325352,35928.1332087787,28549.0190871588,37472.498054155,2015-11-04
"2015.8438",33041.8269144449,30124.4522763232,35959.2015525667,28580.0874309468,37503.5663979431,2015-11-05
"2015.8466",33087.8135332651,30170.4388951434,36005.1881713868,28626.074049767,37549.5530167632,2015-11-06
"2015.8493",33149.7158426465,30232.3412045247,36067.0904807682,28687.9763591484,37611.4553261446,2015-11-07
"2015.8521",33228.2887414865,30310.9141033647,36145.6633796082,28766.5492579883,37690.0282249846,2015-11-08
"2015.8548",33324.0256889918,30406.65105087,36241.4003271135,28862.2862054936,37785.7651724899,2015-11-09
"2015.8575",33437.1438010064,30519.7691628847,36354.5184391282,28975.4043175083,37898.8832845046,2015-11-10
"2015.8603",33567.5733070073,30650.1986688856,36484.9479451291,29105.8338235092,38029.3127905055,2015-11-11
"2015.8630",33714.9516405063,30797.5770023846,36632.326278628,29253.2121570082,38176.6911240044,2015-11-12
"2015.8658",33878.6223611518,30961.24772303,36795.9969992735,29416.8828776536,38340.3618446499,2015-11-13
"2015.8685",34057.6390276809,31140.2643895591,36975.0136658026,29595.8995441827,38519.378511179,2015-11-14
"2015.8712",34250.7740583369,31333.3994202152,37168.1486964587,29789.0345748388,38712.5135418351,2015-11-15
"2015.8740",34456.5325308206,31539.1578926989,37373.9071689424,29994.7930473225,38918.2720143187,2015-11-16
"2015.8767",34673.1707887185,31755.7961505967,37590.5454268402,30211.4313052203,39134.9102722166,2015-11-17
"2015.8795",34898.7196371195,31981.3449989977,37816.0942752412,30436.9801536214,39360.4591206176,2015-11-18
"2015.8822",35131.0118282522,32213.6371901304,38048.3864663739,30669.272344754,39592.7513117503,2015-11-19
"2015.8849",35367.7134599005,32450.3388217788,38285.0880980223,30905.9739764024,39829.4529433986,2015-11-20
"2015.8877",35606.3588364885,32688.9841983668,38523.7334746103,31144.6193529904,40068.0983199866,2015-11-21
"2015.8904",35844.3882763814,32927.0136382596,38761.7629145031,31382.6487928833,40306.1277598795,2015-11-22
"2015.8932",36079.1882903716,33161.8136522499,38996.5629284934,31617.4488068735,40540.9277738697,2015-11-23
"2015.8959",36308.1335066096,33390.7588684878,39225.5081447313,31846.3940231115,40769.8729901077,2015-11-24
"2015.8986",36528.6296773703,33611.2550392486,39446.004315492,32066.8901938722,40990.3691608684,2015-11-25
"2015.9014",36738.157073837,33820.7824357153,39655.5317119588,32276.4175903389,41199.8965573351,2015-11-26
"2015.9041",36934.3135571642,34016.9389190425,39851.6881952859,32472.5740736661,41396.0530406623,2015-11-27
"2015.9068",37114.8566079097,34197.481969788,40032.2312460315,32653.1171244116,41576.5960914079,2015-11-28
"2015.9096",37277.7436017545,34360.3689636327,40195.1182398762,32816.0041182563,41739.4830852526,2015-11-29
"2015.9123",37421.1696373068,34503.7949991851,40338.5442754286,32959.4301538087,41882.909120805,2015-11-30
"2015.9151",37543.6022515686,34626.2276134469,40460.9768896904,33081.8627680705,42005.3417350667,2015-12-01
"2015.9178",37643.8123999501,34726.4377618284,40561.1870380719,33182.072916452,42105.5518834483,2015-12-02
"2015.9205",37720.9011300167,34803.526491895,40638.2757681385,33259.1616465186,42182.6406135148,2015-12-03
"2015.9233",37774.3214406557,34856.9468025339,40691.6960787774,33312.5819571575,42236.0609241538,2015-12-04
"2015.9260",37803.8948901505,34886.5202520287,40721.2695282722,33342.1554066523,42265.6343736486,2015-12-05
"2015.9288",37809.8225966208,34892.447958499,40727.1972347425,33348.0831131226,42271.5620801189,2015-12-06
"2015.9315",37792.6903611837,34875.315723062,40710.0649993055,33330.9508776856,42254.4298446819,2015-12-07
"2015.9342",37753.4677366273,34836.0930985055,40670.842374749,33291.7282531291,42215.2072201254,2015-12-08
"2015.9370",37693.5009608668,34776.126322745,40610.8755989885,33231.7614773686,42155.2404443649,2015-12-09
"2015.9397",37614.4997734091,34697.1251352873,40531.8744115308,33152.7602899109,42076.2392569072,2015-12-10
"2015.9425",37518.5182328385,34601.1435947168,40435.8928709603,33056.7787493404,41980.2577163367,2015-12-11
"2015.9452",37407.9297523129,34490.5551141912,40325.3043904347,32946.1902688148,41869.6692358111,2015-12-12
"2015.9479",37285.396666548,34368.0220284262,40202.7713046697,32823.6571830498,41747.1361500461,2015-12-13
"2015.9507",37153.8347361486,34236.4600980268,40071.2093742703,32692.0952526504,41615.5742196467,2015-12-14
"2015.9534",37016.3730818356,34098.9984437138,39933.7477199573,32554.6335983374,41478.1125653337,2015-12-15
"2015.9562",36876.3101206236,33958.9354825018,39793.6847587453,32414.5706371255,41338.0496041217,2015-12-16
"2015.9589",36737.0661469486,33819.6915088269,39654.4407850704,32275.3266634505,41198.8056304467,2015-12-17
"2015.9616",36602.1332628688,33684.7586247471,39519.5079009906,32140.3937793707,41063.872746367,2015-12-18
"2015.9644",36475.0234116781,33557.6487735564,39392.3980497998,32013.28392818,40936.7628951762,2015-12-19
"2015.9671",36359.215307657,33441.8406695353,39276.5899457788,31897.4758241589,40820.9547911551,2015-12-20
"2015.9699",36258.1010805158,33340.7264423941,39175.4757186376,31796.3615970177,40719.840564014,2015-12-21
"2015.9726",36174.9334658364,33257.5588277146,39092.3081039581,31713.1939823382,40636.6729493345,2015-12-22
"2015.9753",36112.7743721875,33195.3997340657,39030.1490103092,31651.0348886894,40574.5138556856,2015-12-23
"2015.9781",36074.445641493,33157.0710033712,38991.8202796147,31612.7061579949,40536.1851249911,2015-12-24
"2015.9808",36062.4827918053,33145.1081536835,38979.857429927,31600.7433083072,40524.2222753034,2015-12-25
"2015.9836",36079.0924912549,33161.7178531331,38996.4671293766,31617.3530077567,40540.831974753,2015-12-26
"2015.9863",36126.1144591811,33208.7398210594,39043.4890973029,31664.374975683,40587.8539426793,2015-12-27
"2015.9890",36204.9884260996,33287.6137879779,39122.3630642214,31743.2489426015,40666.7279095977,2015-12-28
"2015.9918",36316.7267092134,33399.3520710916,39234.1013473351,31854.9872257153,40778.4661927115,2015-12-29
"2015.9945",36461.8928757993,33544.5182376776,39379.267513921,32000.1533923012,40923.6323592974,2015-12-30
"2015.9973",36640.5868743306,33723.2122362088,39557.9615124523,32178.8473908324,41102.3263578287,2015-12-31
