"","Prezzi","Consumi","Consumiperc","Prezzoperc","Gradi"
"1",148.06,13680,0,0,-1
"2",125.21,13115,-15.432932594894,-4.13011695906433,-2
"3",103.17,12438,-17.6024279210926,-5.16202821197103,-2
"4",103.07,12022,-0.0969274013763774,-3.34458916224473,-1
"5",102.97,11755,-0.0970214417386187,-2.22092829812011,-1
"6",102.97,11700,0,-0.467886005954913,-1
"7",102.97,11723,0,0.196581196581197,-1
"8",102.97,11489,0,-1.99607608973812,-1
"9",80,11345,-22.3074681946198,-1.25337279136565,-1
"10",102.97,11795,28.7125,3.96650506831203,-1
"11",102.97,12293,0,4.22212802034761,0
"12",103.07,12774,0.0971156647567197,3.91279590010575,1
"13",103.17,13185,0.0970214417386325,3.21747299201503,2
"14",103.17,13544,0,2.7227910504361,3
"15",105.99,13715,2.7333527188136,1.26255168340224,2
"16",150.01,14074,41.5322200207567,2.61757200145826,2
"17",155,15498,3.32644490367309,10.1179479891999,2
"18",150.01,15898,-3.21935483870968,2.58097819073429,2
"19",150.01,16067,0,1.06302679582337,2
"20",150.01,16247,0,1.12030870728823,2
"21",150.01,15893,0,-2.1788637902382,2
"22",150.01,15021,0,-5.48669225445165,2
"23",108.03,14116,-27.9848010132658,-6.02489847546768,3
"24",103.17,13040,-4.4987503471258,-7.62255596486257,0
"25",103.17,12195,0,-6.48006134969325,4
"26",103.17,11755,0,-3.6080360803608,4
"27",103.07,11567,-0.0969274013763774,-1.59931943853679,4
"28",103.07,11566,0,-0.00864528399757932,5
"29",103.17,11918,0.0970214417386325,3.0434030779872,5
"30",103.17,12742,0,6.91391173015607,5
"31",109.04,15334,5.68963846079287,20.3421754826558,6
"32",150,17425,37.5641966250917,13.6363636363636,6
"33",155,18225,3.33333333333333,4.59110473457676,6
"34",177.5,18757,14.5161290322581,2.91906721536351,6
"35",182.75,18929,2.95774647887324,0.916990990030389,7
"36",174.5,19182,-4.51436388508892,1.33657351154313,8
"37",175.91,19158,0.808022922636101,-0.125117297466375,9
"38",182.99,19363,4.02478540162584,1.07004906566447,9
"39",175.75,19290,-3.95650035521067,-0.377007695088571,9
"40",174,19568,-0.995732574679943,1.44116122343183,9
"41",190,20825,9.19540229885057,6.42375306623058,8
"42",183.1,21035,-3.63157894736842,1.00840336134454,8
"43",183.75,20699,0.354997269251778,-1.5973377703827,8
"44",197,20603,7.2108843537415,-0.463790521281221,8
"45",185.88,19976,-5.64467005076142,-3.04324612920448,8
"46",174,18736,-6.39122014202711,-6.20744893872647,7
"47",165,17280,-5.17241379310345,-7.77113578138343,7
"48",151,15765,-8.48484848484848,-8.76736111111111,0
"49",118.97,14732,-21.2119205298013,-6.55248969235649,7
"50",103.17,14069,-13.2806589896613,-4.50040727667662,7
"51",103.17,13768,0,-2.13945554055015,7
"52",103.17,13800,0,0.232423009877978,7
"53",129.86,14055,25.8699234273529,1.84782608695652,7
"54",147.47,14702,13.5607577391036,4.60334400569192,6
"55",130,16889,-11.8464772496101,14.8755271391647,6
"56",181.88,18679,39.9076923076923,10.5986144827995,6
"57",187.22,19230,2.93600175940181,2.94983671502757,6
"58",187.8,19502,0.309795961969882,1.41445657826313,6
"59",187.25,19435,-0.292864749733765,-0.343554507230028,6
"60",186.5,19526,-0.400534045393858,0.468227424749164,6
"61",175.91,19423,-5.67828418230563,-0.527501792481819,6
"62",172.97,19527,-1.67130919220056,0.535447665139268,6
"63",161.84,19337,-6.43464184540672,-0.973011727351872,6
"64",165,19546,1.95254572417202,1.08082949785386,3
"65",174,21131,5.45454545454545,8.10907602578533,3
"66",183.75,21391,5.60344827586207,1.23041976243434,3
"67",182.75,21208,-0.54421768707483,-0.855499976625684,4
"68",175.75,21004,-3.83036935704514,-0.961901169370049,5
"69",182.18,20271,3.65860597439545,-3.48981146448296,6
"70",155,19030,-14.9193105719618,-6.12204627300084,6
"71",111.23,17482,-28.2387096774194,-8.13452443510247,6
"72",103.17,16114,-7.24624651622764,-7.82519162567212,0
"73",108.54,14935,5.20500145391102,-7.31661908899094,7
"74",108.54,14344,0,-3.95714763977235,8
"75",108.54,14057,0,-2.00083658672616,6
"76",108.64,14072,0.0921319329279476,0.106708401508145,7
"77",108.64,14273,0,1.42836839113132,7
"78",108.64,14854,0,4.07062285434036,7
"79",116.47,16964,7.20729013254786,14.2049279655312,7
"80",155,18859,33.081480209496,11.1707144541382,7
"81",180.91,19370,16.7161290322581,2.70958163211199,7
"82",183.75,19680,1.56984135758112,1.60041300980898,7
"83",183.88,19764,0.0707482993197254,0.426829268292683,6
"84",184.88,20136,0.543832934522515,1.88221007893139,6
"85",187,20185,1.14668974469927,0.243345252284466,0
"86",186.28,20365,-0.385026737967914,0.891751300470647,7
"87",180.91,20065,-2.88275713978957,-1.47311563957771,6
"88",187.83,20125,3.82510640650048,0.299028158484924,6
"89",183.2,21376,-2.46499494223501,6.21614906832298,6
"90",187,21508,2.07423580786027,0.61751497005988,5
"91",190,21152,1.60427807486631,-1.65519806583597,6
"92",187,21012,-1.57894736842105,-0.661875945537065,5
"93",182.18,20389,-2.57754010695187,-2.96497239672568,5
"94",165,19164,-9.43023383466901,-6.00814164500466,4
"95",116.47,17625,-29.4121212121212,-8.03068252974327,4
"96",108.64,16235,-6.7227612260668,-7.88652482269504,0
"97",108.54,15182,-0.0920471281295971,-6.48598706498306,5
"98",108.54,14493,0,-4.53826900276643,4
"99",80,14227,-26.2944536576377,-1.83536879873042,4
"100",80,14189,0,-0.267097771842272,4
"101",108.54,14375,35.675,1.31087462118543,3
"102",108.74,15022,0.184263865855895,4.50086956521739,3
"103",116.47,17120,7.10869965054258,13.9661829317002,2
"104",151,18939,29.6471194298961,10.625,2
"105",170.91,19504,13.1854304635762,2.98326205185068,1
"106",155,19907,-9.30899303727108,2.06624282198523,1
"107",172.97,20074,11.5935483870968,0.838900889134475,2
"108",174.5,20313,0.884546453142164,1.1905947992428,2
"109",168.25,20307,-3.58166189111748,-0.0295377344557672,3
"110",171.25,20443,1.78306092124814,0.669719801053824,0
"111",174.5,20182,1.8978102189781,-1.27672063787115,4
"112",159.63,20242,-8.52148997134671,0.297294618967397,4
"113",172.97,21267,8.35682515817829,5.0637288805454,4
"114",173,21452,0.0173440481008274,0.869892321436968,4
"115",174,21090,0.578034682080925,-1.68748834607496,0
"116",172.97,20841,-0.591954022988506,-1.18065433854908,4
"117",172.97,20243,0,-2.86934408137805,0
"118",150.01,18998,-13.2739781464994,-6.15027416884849,3
"119",150.91,17554,0.599960002666493,-7.60080008421939,2
"120",116.48,16304,-22.8149228016699,-7.12088412897345,0
"121",152.01,15102,30.5030906593406,-7.37242394504416,2
"122",142.74,14262,-6.09828300769685,-5.5621771950735,3
"123",134.78,13859,-5.57657278968755,-2.82569064647315,3
"124",138.28,13725,2.59682445466686,-0.966880727325204,3
"125",141.78,13671,2.53109632629447,-0.39344262295082,2
"126",134.85,13501,-4.88785442234448,-1.24350815595055,2
"127",132.74,13428,-1.56470152020763,-0.540700688837864,2
"128",160.89,13644,21.2068705740545,1.60857908847185,1
"129",160.89,14036,0,2.87305775432425,0
"130",150.01,14749,-6.76238423767791,5.07979481333713,1
"131",160.91,15449,7.26618225451637,4.74608448030375,1
"132",163,15869,1.29886271828973,2.71862256456729,2
"133",182.38,16228,11.8895705521472,2.26227235490579,3
"134",184.49,16523,1.15692510143657,1.81784569879221,4
"135",184.69,16446,0.108406959726808,-0.466017067118562,4
"136",185.06,16407,0.200335697655533,-0.237139730025538,4
"137",210.89,17328,13.9576353615044,5.61345767050649,4
"138",210.89,17558,0,1.32733148661127,3
"139",183.1,17604,-13.1774858931196,0.26198883699738,3
"140",183.1,17472,0,-0.749829584185412,2
"141",185.06,17121,1.07045330420536,-2.00892857142857,1
"142",181.88,16444,-1.71836161245002,-3.95420828222651,1
"143",155,15791,-14.7789751484495,-3.97105327171005,1
"144",150,14742,-3.2258064516129,-6.64302450763093,0
"145",115.44,13680,-23.04,-7.2039072039072,0
"146",106.1,12899,-8.09078309078309,-5.70906432748538,0
"147",99.73,12623,-6.0037700282752,-2.13970075199628,0
"148",99.73,12565,0,-0.459478729303652,0
"149",106,12563,6.28697483204652,-0.0159172304019101,0
"150",115.44,12902,8.90566037735849,2.69840006367906,-1
"151",150.91,13734,30.7259182259182,6.44861261819873,-1
"152",181.88,14529,20.5221655291233,5.78855395369157,0
"153",181.88,15271,0,5.10702732466102,-1
"154",155,16252,-14.7789751484495,6.42394080282889,0
"155",182.88,16864,17.9870967741935,3.76569037656904,0
"156",183,17231,0.065616797900265,2.17623339658444,1
"157",183.2,17279,0.109289617486333,0.278567697754048,1
"158",184,17526,0.43668122270743,1.42948087273569,2
"159",167.7,17363,-8.85869565217392,-0.930046787629807,2
"160",185.03,17463,10.3339296362552,0.575937338017624,2
"161",243.6,18742,31.6543263254607,7.3240565767623,2
"162",263.09,18854,8.00082101806239,0.597588304343186,1
"163",221.38,18623,-15.8538903036983,-1.22520420070012,1
"164",211.89,18474,-4.28674677025929,-0.800085915266069,1
"165",171,17930,-19.2977488319411,-2.94467900833604,1
"166",155,16955,-9.35672514619883,-5.43781372002231,1
"167",153,16050,-1.29032258064516,-5.3376585078148,1
"168",152.01,14910,-0.647058823529418,-7.10280373831776,0
"169",150.21,13698,-1.18413262285375,-8.12877263581489,1
"170",99.73,13018,-33.6062845349844,-4.96422835450431,1
"171",99.73,12672,0,-2.65785834997696,1
"172",99.73,12478,0,-1.53093434343434,1
"173",99.73,12394,0,-0.673184805257253,1
"174",99.73,12554,0,1.29094723253187,2
"175",99.73,12813,0,2.06308746216345,3
"176",99.73,13031,0,1.70139701865293,3
"177",105.9,13458,6.1867041010729,3.27680147340956,3
"178",108.57,14385,2.5212464589235,6.88809629959875,4
"179",142.2,15180,30.9754075711522,5.52659019812304,4
"180",152.01,15549,6.89873417721519,2.43083003952569,4
"181",153,15719,0.651272942569574,1.09331789825712,4
"182",152.01,15952,-0.647058823529418,1.48228258795089,5
"183",152.01,15762,0,-1.19107321965898,4
"184",152.01,15864,0,0.647125999238675,4
"185",171,17056,12.4925991711072,7.51386787695411,3
"186",180.89,17495,5.78362573099414,2.57387429643527,4
"187",186.66,17612,3.18978384653657,0.668762503572449,4
"188",185.91,17664,-0.40180006428801,0.295253236429707,4
"189",180.89,17297,-2.7002312947125,-2.07767210144928,4
"190",171.89,16468,-4.97539941400851,-4.79273862519512,3
"191",152.01,15520,-11.5655360986678,-5.75661889725528,3
"192",153,14423,0.651272942569574,-7.06829896907217,0
"193",161,13625,5.22875816993464,-5.53282950842404,3
"194",115.85,13101,-28.0434782608696,-3.84587155963303,3
"195",142.24,12849,22.7794561933535,-1.92351728875658,3
"196",146.07,12873,2.69263217097862,0.186784963810413,3
"197",160.89,13140,10.145820497022,2.07410859939408,3
"198",177.73,14060,10.4667785443471,7.00152207001522,1
"199",175.91,16764,-1.02402520677432,19.2318634423898,1
"200",181.88,18839,3.39378091069297,12.3777141493677,2
"201",194.88,19570,7.14756982625907,3.88024842082913,2
"202",218.43,20072,12.0843596059113,2.56515074092999,2
"203",202.38,20165,-7.34789177310809,0.463332004782782,2
"204",204.38,20401,0.988239944658563,1.17034465658319,2
"205",190,20518,-7.03591349447108,0.573501298955933,2
"206",183,20753,-3.68421052631579,1.14533580270982,2
"207",182.75,20533,-0.136612021857924,-1.06008769816412,2
"208",201.88,20619,10.4678522571819,0.418837968148834,2
"209",253.05,21611,25.3467406380028,4.81109656142393,1
"210",246.88,21775,-2.43825330962261,0.758872796261163,1
"211",245.08,21430,-0.729099157485411,-1.58438576349024,1
"212",183.1,21423,-25.2897013220173,-0.0326644890340644,1
"213",172,20715,-6.06226105953031,-3.30485926340849,1
"214",168.5,19457,-2.03488372093023,-6.07289403813662,1
"215",167.89,17956,-0.362017804154311,-7.71444724263761,0
"216",149,16522,-11.2514146167133,-7.98618846068167,0
"217",108.64,15430,-27.0872483221477,-6.60936932574749,0
"218",100.41,14839,-7.57547864506628,-3.8302009073234,1
"219",100.41,14490,0,-2.35191050609879,1
"220",100.41,14533,0,0.296756383712905,1
"221",106.61,14778,6.17468379643462,1.68581848207528,0
"222",144,15458,35.0717568708376,4.60143456489376,0
"223",171.39,17680,19.0208333333333,14.3744339500582,0
"224",182.89,19484,6.70984304801914,10.2036199095023,0
"225",183.1,19953,0.114823117721039,2.40710326421679,0
"226",183.75,20285,0.354997269251778,1.66391018894402,0
"227",183.1,20440,-0.353741496598643,0.764111412373675,1
"228",183.2,20647,0.05461496450027,1.01272015655577,1
"229",183.2,20664,0,0.0823364169128687,2
"230",211.08,20869,15.2183406113537,0.992063492063492,2
"231",209.88,20585,-0.568504832291083,-1.36087019023432,2
"232",210.88,20595,0.476462740613684,0.0485790624240952,2
"233",183.2,21644,-13.1259484066768,5.0934692886623,2
"234",183.2,21860,0,0.997967104047311,2
"235",183,21570,-0.10917030567685,-1.32662397072278,2
"236",174.5,21477,-4.6448087431694,-0.43115438108484,2
"237",177.5,20789,1.71919770773639,-3.20342692182335,1
"238",170.49,19395,-3.94929577464788,-6.70546923853961,1
"239",170.49,17895,0,-7.73395204949729,1
"240",152.01,16564,-10.8393454161535,-7.43783179659123,0
"241",168.39,15437,10.7756068679692,-6.80391209852693,0
"242",163.89,14897,-2.67236771779797,-3.4980890069314,1
"243",161.89,14547,-1.22033070962231,-2.34946633550379,1
"244",161.89,14544,0,-0.0206228088265622,1
"245",171.39,14755,5.86818209895608,1.4507700770077,1
"246",181.88,15378,6.1205437890192,4.22229752626228,1
"247",182.08,17618,0.109962612711687,14.5662634933021,1
"248",223.14,19440,22.5505272407733,10.3416959927347,1
"249",260,19914,16.5187774491351,2.43827160493827,2
"250",205.88,20329,-20.8153846153846,2.08396103243949,2
"251",205.88,20322,0,-0.0344335678095332,3
"252",186.5,20614,-9.41325043714785,1.43686645015254,4
"253",208.88,20670,12,0.271660036868148,4
"254",200.54,20947,-3.99272309459977,1.34010643444606,4
"255",183.1,20737,-8.69651939762641,-1.00253019525469,5
"256",204.88,20739,11.8951392681595,0.00964459661474659,5
"257",226.08,21622,10.3475204998048,4.25767876946815,5
"258",190,21887,-15.9589525831564,1.22560355193784,5
"259",180.75,21526,-4.86842105263158,-1.64938091104309,5
"260",172,21396,-4.84094052558783,-0.603920839914522,5
"261",171.97,20771,-0.0174418604651169,-2.92110674892503,6
"262",171.83,19481,-0.0814095481769997,-6.21058206152809,5
"263",170.49,17913,-0.779840540068674,-8.04886812791951,5
"264",145.8,16474,-14.4817877881401,-8.03327192541729,0
"265",161,15430,10.4252400548697,-6.33725871069564,3
"266",170.39,14868,5.83229813664595,-3.64225534672716,3
"267",170.43,14665,0.0234755560772466,-1.3653483992467,2
"268",170.39,14570,-0.0234700463533536,-0.647800886464371,3
"269",170.39,14733,0,1.11873713109128,3
"270",171.95,15402,0.91554668701215,4.54082671553655,4
"271",181,17544,5.26315789473685,13.9072847682119,4
"272",185.88,19354,2.69613259668508,10.3169174646603,4
"273",199.18,19782,7.15515386270713,2.21142916193035,5
"274",189,20151,-5.11095491515213,1.86533212010919,6
"275",186.5,20270,-1.32275132275132,0.590541412336857,6
"276",186.18,20485,-0.171581769436994,1.06068080907745,6
"277",186.18,20471,0,-0.0683426897730046,6
"278",186.18,20629,0,0.771823555273313,7
"279",183.41,20439,-1.4878074981201,-0.921033496534006,7
"280",185.61,20455,1.19949839158171,0.0782817163266305,7
"281",186.15,21494,0.290932600614187,5.07944267905158,7
"282",186.84,21706,0.370668815471393,0.986321764213269,7
"283",186.84,21368,0,-1.55717313185294,7
"284",186.87,21290,0.016056518946693,-0.365031823287158,7
"285",186.18,20525,-0.369240648579225,-3.59323626115547,7
"286",182.08,19374,-2.20216994306585,-5.60779537149817,7
"287",181,17796,-0.593145869947283,-8.14493651285228,7
"288",171.39,16412,-5.30939226519338,-7.77702854574062,0
"289",133,15297,-22.3992064881265,-6.79380940775043,4
"290",120.91,14783,-9.09022556390978,-3.36013597437406,3
"291",116.74,14480,-3.44884624927632,-2.0496516268687,2
"292",109.22,14510,-6.44166523899263,0.207182320441989,2
"293",116.74,14735,6.88518586339498,1.55065472088215,2
"294",169,15426,44.7661469933185,4.68951476077367,2
"295",187.77,17436,11.1065088757396,13.0299494360171,1
"296",177.5,19137,-5.46945731480003,9.75567790777701,2
"297",183.2,19594,3.2112676056338,2.38804410304645,2
"298",187,20039,2.07423580786027,2.27110339899969,2
"299",183.2,20095,-2.03208556149733,0.279455062627876,2
"300",187.74,20502,2.47816593886464,2.02537944762379,2
"301",187.16,20523,-0.308937892830517,0.102429031314018,2
"302",188.44,20675,0.68390681769609,0.740632461141159,2
"303",188.44,20507,0,-0.812575574365175,2
"304",188.44,20279,0,-1.11181547764178,2
"305",198.89,21391,5.54553173423901,5.48350510380196,2
"306",190,21870,-4.46980743124339,2.23925950165958,1
"307",188.47,21429,-0.805263157894737,-2.01646090534979,1
"308",208.28,21232,10.5109566509259,-0.919314947034393,1
"309",198.89,20534,-4.5083541386595,-3.28749058025622,1
"310",177.5,19217,-10.7546885212932,-6.41375280023376,1
"311",179.89,17864,1.34647887323943,-7.0406410990269,1
"312",170.67,16719,-5.1253543832342,-6.40953873712494,0
"313",152.01,15664,-10.9333802074178,-6.31018601591004,-1
"314",152.01,14958,0,-4.50715015321757,-1
"315",160.91,14551,5.8548779685547,-2.72095199893034,-1
"316",132,14444,-17.9665651606488,-0.735344649852244,-1
"317",152.01,14430,15.1590909090909,-0.096926059263362,-1
"318",152.01,14583,0,1.06029106029106,-1
"319",164.88,15149,8.46654825340438,3.88123157100734,-1
"320",153,15817,-7.20524017467249,4.40953198230906,-1
"321",155,16608,1.30718954248366,5.00094834671556,0
"322",174.28,17565,12.4387096774194,5.76228323699422,0
"323",183.75,18005,5.43378471425293,2.50498149729576,0
"324",180.75,18319,-1.63265306122449,1.74396001110803,0
"325",183,18335,1.2448132780083,0.0873410120639773,0
"326",183.1,18301,0.0546448087431663,-0.185437687482956,0
"327",174.04,17892,-4.94811578372474,-2.2348505546145,0
"328",174,17842,-0.0229832222477546,-0.279454504806617,-1
"329",183.1,19088,5.22988505747126,6.98352202667862,-1
"330",183.2,19533,0.05461496450027,2.331307627829,-1
"331",183.75,19290,0.30021834061136,-1.24404853325142,-1
"332",183.1,19183,-0.353741496598643,-0.55469155002592,-2
"333",183,18559,-0.05461496450027,-3.25288015430329,-1
"334",174,17441,-4.91803278688525,-6.02403146721267,-1
"335",166.3,16601,-4.42528735632183,-4.81623760105499,-1
"336",146,15499,-12.2068550811786,-6.63815432805253,0
"337",152.01,14476,4.11643835616438,-6.60042583392477,-1
"338",110.94,13865,-27.0179593447799,-4.22077922077922,-2
"339",118.64,13412,6.94068866053723,-3.26721961774252,-2
"340",110.93,13183,-6.4986513823331,-1.70742618550552,-2
"341",110.94,13131,0.00901469395113216,-0.394447394371539,-2
"342",118.64,13253,6.94068866053723,0.929099078516488,-3
"343",118.64,13520,0,2.01463819512563,-4
"344",152.01,13772,28.1271072151045,1.86390532544379,-3
"345",152.01,14308,0,3.89195469067674,-4
"346",170.88,15164,12.4136569962502,5.98266703941851,-3
"347",174.56,15911,2.15355805243446,4.92614085993142,-3
"348",175,16197,0.25206232813932,1.79749858588398,-3
"349",175,16286,0,0.549484472433167,-3
"350",174.97,16495,-0.0171428571428578,1.28331081910844,-3
"351",155,16271,-11.4133851517403,-1.35798726886935,-2
"352",155,16095,0,-1.08167906090591,-2
"353",172,17233,10.9677419354839,7.07051879465673,-2
"354",183.1,18032,6.45348837209302,4.63645331631173,-2
"355",185.91,18165,1.53468050245767,0.737577639751553,-3
"356",194.89,18294,4.83029422839008,0.710156895127993,-3
"357",183.1,17859,-6.04956642208425,-2.37782879632666,-3
"358",175,16992,-4.42381212452212,-4.85469511170838,-3
"359",174.56,16210,-0.25142857142857,-4.60216572504708,-3
"360",164.88,15161,-5.54537121906508,-6.47131400370142,0
"361",163.6,14294,-0.776322173702087,-5.71862014378999,-5
"362",165.28,13872,1.02689486552568,-2.95228767314957,-5
"363",165.18,13641,-0.0605033881897352,-1.66522491349481,-5
"364",160.91,13755,-2.58505872381645,0.835715856608753,-6
"365",165.08,13930,2.59151078242497,1.27226463104326,-7
"366",171.79,14780,4.06469590501574,6.10193826274228,-6
"367",194.89,17387,13.4466499796263,17.638700947226,-6
"368",177.5,19367,-8.9229821950844,11.3878184850751,-6
"369",208.88,20218,17.6788732394366,4.39407239118087,-5
"370",230,20636,10.1110685561088,2.06746463547334,-4
"371",208.88,20681,-9.18260869565218,0.218065516572979,-3
"372",242.39,20919,16.0427039448487,1.15081475750689,-3
"373",242.5,20833,0.0453814101241857,-0.411109517663368,-2
"374",212.08,21037,-12.5443298969072,0.979215667450679,-2
"375",205.89,20644,-2.91870992078462,-1.86813709179065,-2
"376",205.89,20420,0,-1.0850610346832,-2
"377",186.5,21554,-9.41765020156394,5.55337904015671,-2
"378",206.04,21995,10.4772117962466,2.04602393987195,-2
"379",183.2,21707,-11.0852261696758,-1.30938849738577,-2
"380",183.1,21694,-0.0545851528384248,-0.0598885152255033,-3
"381",183.1,20992,0,-3.23591776528072,-3
"382",173.97,19681,-4.98634625887493,-6.2452362804878,-3
"383",173.73,18215,-0.137954819796522,-7.44880849550328,-3
"384",164.98,16816,-5.03655096989582,-7.68048311830909,0
"385",160.91,15765,-2.46696569281125,-6.25,-3
"386",132,15141,-17.9665651606488,-3.9581351094196,-4
"387",117.68,14881,-10.8484848484848,-1.71719173106136,-4
"388",117.67,14914,-0.00849762066621781,0.221759290370271,-4
"389",120.91,15128,2.75346307470043,1.43489338876224,-4
"390",165.28,15800,36.6967165660409,4.4420941300899,-4
"391",173.97,17989,5.25774443368829,13.8544303797468,-4
"392",182.88,19606,5.12157268494568,8.98882650508644,-4
"393",202.88,20181,10.9361329833771,2.93277568091401,-6
"394",208.98,20442,3.00670347003154,1.29329567414895,-5
"395",183.2,20482,-12.3361087185377,0.195675569905097,-4
"396",185.91,20674,1.4792576419214,0.937408456205449,-3
"397",183.2,20705,-1.45769458340057,0.149946793073426,-3
"398",183.2,20847,0,0.685824680028979,-3
"399",183.75,20480,0.30021834061136,-1.76044514798292,-3
"400",183.2,20421,-0.299319727891163,-0.2880859375,-5
"401",209.2,21625,14.1921397379913,5.8958914842564,-5
"402",209.2,22074,0,2.07630057803468,-4
"403",209.2,21864,0,-0.951345474313672,-4
"404",209.2,21732,0,-0.603732162458836,-5
"405",209.89,20979,0.32982791586998,-3.46493649917173,-5
"406",182.98,19698,-12.8210014769641,-6.10610610610611,-6
"407",174,18317,-4.90764017925456,-7.01086404711138,-8
"408",165.38,16958,-4.95402298850575,-7.41933722771196,0
"409",164.88,15942,-0.302334018623776,-5.99127255572591,-10
"410",165.08,15306,0.121300339640961,-3.98946179902145,-9
"411",165.18,15065,0.0605766900896501,-1.57454592970077,-8
"412",165.28,15114,0.0605400169512013,0.325257218718885,-8
"413",165.38,15281,0.0605033881897352,1.10493582109303,-8
"414",170.39,15832,3.02938686661023,3.60578496171716,-8
"415",180.89,18028,6.16233347027408,13.8706417382516,-6
"416",217.81,19765,20.4101940405772,9.63501220323941,-6
"417",242.94,20371,11.537578623571,3.06602580318745,-5
"418",242.41,20751,-0.218160862764469,1.86539688773256,-4
"419",242.17,20824,-0.0990058165917285,0.351790275167462,-3
"420",242,20970,-0.0701986208035626,0.701114099116404,-2
"421",241.78,20916,-0.0909090909090904,-0.257510729613734,-1
"422",213.31,21060,-11.7751675076516,0.688468158347676,0
"423",240.91,20785,12.9389151938493,-1.30579297245964,0
"424",210.88,20522,-12.4652359802416,-1.26533557854222,0
"425",223.38,21472,5.92754172989378,4.62917844264692,0
"426",213.31,22130,-4.50801325096248,3.06445603576751,1
"427",183.2,21758,-14.1156063944494,-1.68097605061003,0
"428",183,21665,-0.10917030567685,-0.427428991635261,0
"429",183.1,20960,0.0546448087431663,-3.25409646895915,0
"430",170.91,19655,-6.65756417258329,-6.22614503816794,0
"431",170.97,18196,0.0351061962436383,-7.42304757059272,-1
"432",142.2,16991,-16.827513598877,-6.62233457902836,0
"433",118.15,15806,-16.9127988748242,-6.97428050144194,-2
"434",144,15201,21.8789674143038,-3.82766038213337,-2
"435",118.15,14912,-17.9513888888889,-1.90119071113743,-2
"436",110.49,14970,-6.48328396106645,0.388948497854077,1
"437",118.15,15166,6.93275409539326,1.30928523714095,-1
"438",164.88,15809,39.5514176893779,4.23974680205723,-1
"439",165,17770,0.0727802037845734,12.4043266493769,0
"440",182.39,19377,10.5393939393939,9.04333145751266,0
"441",184.65,20171,1.23910302099897,4.09764153377716,1
"442",184.65,20490,0,1.58147836002181,1
"443",184.65,20664,0,0.849194729136164,1
"444",187,20878,1.27267803953425,1.03561749903213,1
"445",190,20883,1.60427807486631,0.0239486540856404,1
"446",195.91,21044,3.11052631578947,0.770962026528755,1
"447",184.62,20826,-5.76285028839773,-1.03592472913895,1
"448",184.62,20629,0,-0.945932968404879,1
"449",211.88,21575,14.7654641967284,4.58577730379563,1
"450",184.65,22031,-12.8516141212007,2.1135573580533,1
"451",184.62,21692,-0.0162469536961826,-1.53874086514457,1
"452",184.04,21492,-0.314158812696356,-0.921998893601328,1
"453",181.4,20883,-1.43447076722451,-2.83361250697934,0
"454",155,19596,-14.5534729878721,-6.16290762821434,0
"455",155,18060,0,-7.83833435394979,0
"456",142.2,16764,-8.25806451612904,-7.17607973421927,0
"457",118.15,15768,-16.9127988748242,-5.94130279169649,0
"458",102.36,15161,-13.3643673296657,-3.84956874682902,1
"459",102.36,14900,0,-1.72152232702328,0
"460",120.91,14833,18.1223134036733,-0.449664429530201,2
"461",155.41,15037,28.5336200479696,1.37531180475966,2
"462",164.9,15604,6.10642815777621,3.77069894260823,2
"463",172.22,17725,4.4390539721043,13.5926685465265,2
"464",186.65,19452,8.37881779119731,9.74330042313117,2
"465",188.88,19937,1.19474953120814,2.49331688258277,2
"466",187.23,20332,-0.873570520965696,1.98124090886292,2
"467",200.91,20289,7.30652139080276,-0.211489277985442,2
"468",187.23,20530,-6.8090189637151,1.18783577307901,2
"469",187,20489,-0.12284356139507,-0.19970774476376,2
"470",200.91,20693,7.43850267379679,0.995656205768949,3
"471",187,20429,-6.92349808371908,-1.27579374667762,2
"472",188.88,20256,1.00534759358289,-0.846835381075921,1
"473",221.1,21164,17.0584498094028,4.4826224328594,1
"474",220.89,21713,-0.0949796472184568,2.59402759402759,0
"475",213.88,21392,-3.17352528407804,-1.47837700916502,0
"476",212.38,21263,-0.70132784739106,-0.603029169783097,0
"477",187,20493,-11.9502778039363,-3.62131401965856,0
"478",183.88,19351,-1.66844919786097,-5.5726345581418,0
"479",180.88,17963,-1.63149880356754,-7.1727559299261,0
"480",164.89,16740,-8.84011499336577,-6.80843957022769,0
"481",162.9,15704,-1.20686518284916,-6.18876941457587,0
"482",162.91,15008,0.00613873542049779,-4.43199184921039,0
"483",152.01,14614,-6.69081087717145,-2.62526652452026,0
"484",152.01,14467,0,-1.00588476803066,0
"485",152.01,14497,0,0.207368493813507,0
"486",152.01,14558,0,0.42077671242326,0
"487",170.91,15205,12.4333925399645,4.44429179832395,0
"488",179,15857,4.73348546018372,4.28806313712595,0
"489",180.88,16647,1.05027932960894,4.98202686510689,0
"490",180.91,17609,0.0165855816010621,5.77881900642758,0
"491",186.92,18078,3.32209385882483,2.66341075586348,0
"492",187.53,18340,0.326342820457957,1.44927536231884,0
"493",187.5,18330,-0.0159974404095351,-0.054525627044711,0
"494",187.53,18242,0.0160000000000006,-0.480087288597927,0
"495",180.92,17814,-3.5247693702341,-2.34623396557395,0
"496",180.88,17692,-0.0221092195445457,-0.684854608734703,0
"497",187.5,18704,3.65988500663424,5.72009947999096,0
"498",186.95,19209,-0.293333333333339,2.69995722840034,0
