"","Prezzo","Consumi","Gradi","Consumiperc","Prezzoperc"
"33427",23.87,39970.6,12,-0.0540105320537468,-0.167294019238809
"33428",24.11,40699.3,10,1.82308997112879,1.00544616673648
"33429",24.69,42174.1,9,3.62364954679809,2.4056408129407
"33430",24.92,43097.9,9,2.19044389803221,0.931551235317944
"33431",24.58,42176.2,10,-2.13861928307413,-1.36436597110756
"33432",23.79,40364.2,10,-4.29626187280978,-3.2139951179821
"33433",23.38,38952.1,10,-3.49839709445498,-1.72341319882304
"33434",22.92,36831.8,10,-5.44335221977761,-1.96749358426004
"33435",22.38,35005.5,10,-4.95848695963815,-2.35602094240839
"33436",22.39,33284.9,10,-4.91522760709031,0.0446827524575584
"33437",21.85,32327,10,-2.87788156190946,-2.41179097811523
"33438",21.32,31923.1,10,-1.24941998948248,-2.42562929061785
"33439",21.32,31923.1,10,0,0
"33440",21,31658.4,10,-0.829180123484239,-1.50093808630394
"33441",21.28,31832.1,8,0.548669547418685,1.33333333333334
"33442",22.03,32490.2,10,2.06740994153701,3.52443609022556
"33443",22.11,33578.9,9,3.3508565659799,0.363141171130269
"33444",22.39,34552.2,9,2.89854640860777,1.26639529624605
"33445",22.88,36121.2,9,4.54095542396722,2.18847699866011
"33446",23.25,37705.2,10,4.38523637088469,1.61713286713287
"33447",23.41,38495.1,11,2.09493650743134,0.688172043010753
"33448",23.29,38599.4,12,0.27094357463678,-0.512601452370786
"33449",23.08,38207.5,13,-1.0153007559703,-0.901674538428514
"33450",22.95,37866.3,12,-0.893018386442445,-0.563258232235698
"33451",23.01,38001.9,11,0.358102059086836,0.261437908496742
"33452",23.29,38521.9,11,1.36835263499983,1.21686223381138
"33453",24.05,40166,10,4.26796186065588,3.26320309145557
"33454",24.94,42412.6,8,5.59328785540009,3.7006237006237
"33455",25.07,43194.6,9,1.84379170340889,0.52125100240577
"33456",25,42879.7,8,-0.729026313474373,-0.279218189070603
"33457",24.76,41756.3,8,-2.61988773242349,-0.959999999999994
"33458",24.43,40651.8,7,-2.64510983971281,-1.33279483037157
"33459",24.16,39125,8,-3.75579925120168,-1.10519852640196
"33460",24.01,37647.1,7,-3.77738019169329,-0.620860927152312
"33461",24.19,35079.6,7,-6.81991441571861,0.749687630154101
"33462",23.88,34182,6,-2.55875209523483,-1.28152128978918
"33463",23.92,34012.6,6,-0.495582470306013,0.167504187604701
"33464",24.21,34276,4,0.774418891822447,1.2123745819398
"33465",25.02,35565.8,4,3.76298284513946,3.34572490706319
"33466",25.36,38376.2,4,7.90197324395907,1.35891286970424
"33467",26.72,43833.4,4,14.2202719393791,5.36277602523659
"33468",29.46,48147.2,5,9.8413538534542,10.2544910179641
"33469",29.51,48383.4,6,0.490578891399717,0.16972165648337
