"","tot.Prezzo","tot.Consumi","tot.Gradi","tot.Consumiperc","tot.Prezzoperc","dummy_ts_ita.BankHoliday","dummy_ts_ita.EndYear","dummy_ts_ita.AugustBorder","dummy_ts_ita.AugustCenter","dummy_ts_ita.DayOfWeek","dummy_ts_ita.DayOff"
"4941",94.2,39129.49,27,-1.57046582453355,3.25550805656034,0,0,0,0,0,0
"4942",92.65,38984.47,26,-0.370615614974785,-1.64543524416136,0,0,0,0,0,0
"4943",85.36,35986.78,24,-7.68944659245079,-7.86832164058285,0,0,0,0,0,0
"4944",84.88,33016.09,23,-8.25494806704018,-0.562324273664485,0,0,0,0,0,0
"4945",79.71,31700.68,22,-3.98414833494819,-6.09095193213949,0,0,0,0,0,0
"4946",71.06,29907.18,22,-5.65760734470049,-10.8518379124326,0,0,0,0,0,0
"4947",68.36,29098.1,22,-2.70530354249381,-3.79960596678863,0,0,0,0,0,0
"4948",66.6,28706.28,21,-1.34654840006736,-2.57460503218257,0,0,0,0,0,0
"4949",66.61,28665.36,21,-0.142547205698538,0.0150150150150227,0,0,0,0,0,0
"4950",73.99,29329.32,19,2.31624511256792,11.0794175048791,0,0,0,0,0,0
"4951",72.62,31878.81,21,8.69263249199096,-1.85160156777942,0,0,0,0,0,0
"4952",78.72,36812.27,23,15.475671770684,8.39988983751032,0,0,0,0,0,0
"4953",101.29,42550.34,25,15.5873843150667,28.6712398373984,0,0,0,0,0,0
"4954",108.11,45111.54,26,6.01922334815657,6.73314246223713,0,0,0,0,0,0
"4955",100.89,45480.57,27,0.818039020614235,-6.67838312829525,0,0,0,0,0,0
"4956",90.2,45847.58,28,0.806959983131262,-10.5956982852612,0,0,0,0,0,0
"4957",77.11,43976.1,29,-4.0819602692225,-14.5121951219512,0,0,0,0,0,0
"4958",75.71,43691.53,30,-0.647101493765931,-1.8155881208663,0,0,0,0,0,0
"4959",80.58,44463.67,30,1.76725328684988,6.43243957205125,0,0,0,0,0,0
"4960",86.79,44909.73,31,1.00320104031,7.70662695457931,0,0,0,0,0,0
"4961",106.97,45005.63,32,0.213539471290507,23.2515266735799,0,0,0,0,0,0
"4962",107.83,44166.88,32,-1.86365572485042,0.803963728148078,0,0,0,0,0,0
"4963",95.72,42449.38,31,-3.88866046231928,-11.2306408235185,0,0,0,0,0,0
"4964",98.62,41454.68,29,-2.34326155058094,3.0296698704555,0,0,0,0,0,0
"4965",103.81,40511.2,22,-2.27593120969696,5.26262421415534,0,0,0,0,0,0
"4966",104.88,40300.2,22,-0.520843618554869,1.03072921683845,0,0,0,0,0,0
"4967",92.89,37275.23,22,-7.50609178118221,-11.432112890923,0,0,0,0,0,0
"4968",91.06,34409.78,22,-7.68727651043335,-1.97007212832382,0,0,0,0,0,0
"4969",83.84,32647.37,21,-5.12182873590008,-7.92883812870635,0,0,0,0,0,0
"4970",74.92,30636.44,21,-6.15954669549186,-10.6393129770992,0,0,0,0,0,0
"4971",70.35,29971.41,21,-2.17071565756334,-6.0998398291511,0,0,0,0,0,0
"4972",68.06,29455.84,20,-1.72020602300659,-3.2551528073916,0,0,0,0,0,0
"4973",68.07,29494.68,20,0.131858402272691,0.0146929180135041,0,0,0,0,0,0
"4974",71.77,30099.94,20,2.05209888698572,5.43558101953871,0,0,0,0,0,0
"4975",73.12,32262.85,20,7.18576183208339,1.88100877804098,0,0,0,0,0,0
"4976",81.47,37191.87,22,15.2776955538646,11.4195842450766,0,0,0,0,0,0
"4977",108.3,43345.49,24,16.5456052626555,32.9323677427274,0,0,0,0,0,0
"4978",110.81,46122.92,25,6.40765625212681,2.31763619575254,0,0,0,0,0,0
"4979",105.28,46740.78,27,1.33959428414333,-4.99052432090967,0,0,0,0,0,0
"4980",96.22,47199.68,28,0.981797907523155,-8.60562310030395,0,0,0,0,0,0
"4981",82.77,45472.79,29,-3.65869005891565,-13.9783828725837,0,0,0,0,0,0
"4982",79,45203.46,29,-0.592288267335261,-4.554790382989,0,0,0,0,0,0
"4983",83.94,46023,30,1.81300280996189,6.25316455696202,0,0,0,0,0,0
"4984",87.7,46408.66,31,0.837972318188739,4.47939004050513,0,0,0,0,0,0
"4985",101.61,46463.49,31,0.118146052913388,15.860889395667,0,0,0,0,0,0
"4986",106.39,45569.71,32,-1.92361787717625,4.70426139159532,0,0,0,0,0,0
"4987",110.01,43707.14,32,-4.08729833918188,3.40257543002162,0,0,0,0,0,0
"4988",112.96,42515.42,30,-2.72660256424923,2.68157440232705,0,0,0,0,0,0
"4989",117.52,41391.53,28,-2.64348793919947,4.03682719546742,0,0,0,0,0,0
"4990",118.91,41252.19,25,-0.336638921054613,1.18277739959156,0,0,0,0,0,0
"4991",99.87,38232.33,26,-7.32048407611814,-16.012109999159,0,0,0,0,0,0
"4992",91.01,35256.83,24,-7.78268026039742,-8.87153299289076,0,0,0,0,0,0
"4993",83.08,32727.52,24,-7.17395749986599,-8.71332820569169,0,0,0,0,0,0
"4994",77.76,30884.91,22,-5.63015468327573,-6.40346653827635,0,0,0,0,0,0
"4995",76.01,30001.04,23,-2.86181827954169,-2.25051440329218,0,0,0,0,0,0
"4996",73.42,29448.24,22,-1.84260278976995,-3.40744638863308,0,0,0,0,0,0
"4997",73.83,29354.66,21,-0.317777904553894,0.558430945246522,0,0,0,0,0,0
"4998",73.37,29906.14,21,1.87867956910419,-0.623052959501549,0,0,0,0,0,0
"4999",72.06,32028.12,23,7.09546601467123,-1.78547090091318,0,0,0,0,0,0
"5000",80.45,36641.08,24,14.4028435012733,11.6430752150985,0,0,0,0,0,0
"5001",91.82,42413.17,26,15.7530564055426,14.1330018645121,0,0,0,0,0,0
"5002",95.22,45223.51,27,6.62610222249363,3.70289697233719,0,0,0,0,0,0
"5003",84.33,45956.02,30,1.61975485759508,-11.4366729678639,0,0,0,0,0,0
"5004",82.21,46381.76,31,0.926407465224372,-2.51393335704969,0,0,0,0,0,0
"5005",71.93,44814.86,32,-3.37826766384027,-12.50456148887,0,0,0,0,0,0
"5006",72.56,44389.39,33,-0.949394910527448,0.875851522313354,0,0,0,0,0,0
"5007",76,45076.15,33,1.54712646422941,4.74090407938258,0,0,0,0,0,0
"5008",83.32,45264.56,33,0.417981571185641,9.63157894736841,0,0,0,0,0,0
"5009",81.53,45103.97,34,-0.354780870508841,-2.14834373499759,0,0,0,0,0,0
"5010",87.3,44276.27,33,-1.83509345186245,7.07714951551576,0,0,0,0,0,0
"5011",92.28,42732.48,32,-3.48672099072481,5.70446735395189,0,0,0,0,0,0
"5012",88.64,41805.62,31,-2.16898246954073,-3.94451668833984,0,0,0,0,0,0
"5013",97.97,40613.46,29,-2.85167400937961,10.5257220216606,0,0,0,0,0,0
"5014",96.93,40417.49,29,-0.482524759033092,-1.06154945391446,0,0,0,0,0,0
"5015",83.12,37589.77,26,-6.99627809643796,-14.2473950273393,0,0,0,0,0,0
"5016",84.21,34893.27,25,-7.17349427783144,1.31135707410971,0,0,0,0,0,0
"5017",78.1,31953.46,24,-8.42514903303702,-7.25567034793968,0,0,0,0,1,0
"5018",71.69,29867.13,23,-6.5292772676261,-8.20742637644046,0,0,0,0,1,0
"5019",71.62,28921.65,23,-3.16562053334217,-0.0976426279815779,0,0,0,0,1,0
"5020",67.29,28180.57,22,-2.56237109570167,-6.04579726333426,0,0,0,0,1,0
"5021",66.79,27756.46,22,-1.50497310735731,-0.743052459503641,0,0,0,0,1,0
"5022",66.79,27618.78,22,-0.496028672244228,0,0,0,0,0,1,0
"5023",66.6,27773.81,22,0.561320956247895,-0.284473723611337,0,0,0,0,1,0
"5024",74.02,30777.36,23,10.8143247181427,11.1411411411411,0,0,0,0,1,0
"5025",81.68,34129.38,23,10.8911875482497,10.3485544447447,0,0,0,0,1,0
"5026",83.79,36584.68,24,7.19409494107424,2.58325171400588,0,0,0,0,1,0
"5027",79.96,37174.08,25,1.61105686861277,-4.57095118749256,0,0,0,0,1,0
"5028",77.15,37117.16,28,-0.153117440969617,-3.51425712856427,0,0,0,0,1,0
"5029",70.77,36275.48,29,-2.26763038982508,-8.26960466623462,0,0,0,0,1,0
"5030",62.94,35242.83,29,-2.84668872748204,-11.0640101738025,0,0,0,0,1,0
"5031",61.98,34756.06,31,-1.38118874108579,-1.52526215443279,0,0,0,0,1,0
"5032",65.42,34609.94,31,-0.420415892940671,5.55017747660536,0,0,0,0,1,0
"5033",69.43,34571.25,31,-0.111788694230624,6.12962396820545,0,0,0,0,1,0
"5034",73.41,35218.38,32,1.8718733051307,5.73239233760621,0,0,0,0,1,0
"5035",83.2,35501.38,32,0.803557687775531,13.3360577577987,0,0,0,0,1,0
"5036",90.03,35970.51,31,1.3214415890312,8.20913461538461,0,0,0,0,1,0
"5037",94.55,35291.18,28,-1.88857483533039,5.02054870598689,0,0,0,0,1,0
"5038",100.94,35649.76,29,1.01606123683028,6.75832892649392,0,0,0,0,1,0
"5039",85.01,33679.05,27,-5.52797550390241,-15.781652466812,0,0,0,0,1,0
"5040",75.67,31661.95,24,-5.98918318658039,-10.986942712622,0,0,0,0,1,0
"5041",78.48,29521.4,23,-6.76063855826947,3.71349279767411,0,0,0,0,1,0
"5042",65.75,27703.23,23,-6.15882038114724,-16.2206931702345,0,0,0,0,1,0
"5043",64.94,26599,22,-3.98592510692796,-1.2319391634981,0,0,0,0,1,0
"5044",63.9,25850.79,21,-2.81292529794353,-1.60147828765014,0,0,0,0,1,0
"5045",63.89,25460.55,20,-1.50958636080368,-0.0156494522691675,0,0,0,0,1,0
"5046",62.36,25167.47,20,-1.15111417467415,-2.39474096102677,0,0,0,0,1,0
"5047",57.06,24552.49,21,-2.44355113962587,-8.49903784477229,0,0,0,0,1,0
"5048",65.97,25750.3,23,4.8785683244347,15.615141955836,0,0,0,0,1,0
"5049",63.28,27688.12,25,7.52542688823043,-4.07761103531908,0,0,0,0,1,0
"5050",64.05,29674.08,27,7.17260687977372,1.21681415929203,0,0,0,0,1,0
"5051",63.36,30693.89,28,3.43670300814717,-1.07728337236534,0,0,0,0,1,0
"5052",61.62,31329.09,28,2.06946724576129,-2.74621212121212,0,0,0,0,1,0
"5053",61.94,31740.53,29,1.31328423519483,0.519311911716975,0,0,0,0,1,0
"5054",45.98,30962.79,30,-2.45030565022071,-25.7668711656442,0,0,0,0,1,0
"5055",53.33,30804.76,30,-0.510386822376157,15.9852109612875,0,0,0,0,1,0
"5056",53.28,30267.17,31,-1.74515237255541,-0.0937558597412285,0,0,0,0,1,0
"5057",60.77,30309.89,32,0.141143027247018,14.0578078078078,0,0,0,0,1,0
"5058",63.99,30869.58,32,1.84655899444044,5.29866710547968,0,0,0,0,1,0
"5059",71.79,31445.09,32,1.86432727623764,12.1894045944679,0,0,0,0,1,0
"5060",92.4,32361.73,30,2.91504969456281,28.7087338069369,0,0,0,0,1,0
"5061",96.27,33089.72,28,2.24953981137597,4.18831168831168,0,0,0,0,1,0
"5062",101,34606.58,27,4.58408230713346,4.91326477615041,0,0,0,0,1,0
"5063",96.28,32980.69,25,-4.69821057151559,-4.67326732673267,0,0,0,0,1,0
"5064",81.91,30792.72,25,-6.63409407140967,-14.9252181138347,0,0,0,0,1,0
"5065",80.31,28328.69,24,-8.00198878176401,-1.95336344768648,0,0,0,0,0,0
"5066",75.26,26636.13,24,-5.97472032769605,-6.28813348275432,0,0,0,0,0,0
"5067",62.62,25860.66,23,-2.91134635549534,-16.7951102843476,0,0,0,0,0,0
"5068",54.51,25465.67,23,-1.52737787821348,-12.9511338230597,0,0,0,0,0,0
"5069",38.44,25591.32,22,0.493409362486836,-29.4808292056503,0,0,0,0,0,0
"5070",59.85,26631.35,21,4.06399513585075,55.6971904266389,0,0,0,0,0,0
"5071",69.69,29528.83,21,10.8799591458939,16.4411027568922,0,0,0,0,0,0
"5072",86.14,34572.86,23,17.0817130241869,23.6045343664801,0,0,0,0,0,0
"5073",93.22,40325.05,25,16.6378772250835,8.21917808219178,0,0,0,0,0,0
"5074",100.89,42821.2,26,6.19007291993437,8.22784810126583,0,0,0,0,0,0
"5075",95.37,43689.04,28,2.02665969192831,-5.47130538209931,0,0,0,0,0,0
"5076",90.9,44197.72,28,1.16431947234364,-4.68700849323687,0,0,0,0,0,0
"5077",79.81,42694.89,29,-3.40024327046735,-12.2002200220022,0,0,0,0,0,0
"5078",72.85,42738.18,29,0.101393867041233,-8.72071169026439,0,0,0,0,0,0
"5079",78.42,43706.82,29,2.26645121528338,7.64584763212081,0,0,0,0,0,0
"5080",80.82,44096.13,31,0.890730554178954,3.06044376434582,0,0,0,0,0,0
"5081",92.03,44045.4,31,-0.115044109312985,13.8703291264539,0,0,0,0,0,0
"5082",93.85,43078.46,31,-2.19532573208554,1.9776159947843,0,0,0,0,0,0
"5083",96.43,41645.71,31,-3.32590812206379,2.74906766116144,0,0,0,0,0,0
"5084",100.82,40648.11,25,-2.3954448129231,4.55252514777557,0,0,0,0,0,0
"5085",101.39,39406.58,28,-3.05433635167785,0.565364015076381,0,0,0,0,0,0
"5086",104.42,39815.82,26,1.03850676714396,2.98846040043397,0,0,0,0,0,0
"5087",95.68,36867.23,25,-7.40557396532332,-8.37004405286343,0,0,0,0,0,0
"5088",88.06,33927.9,26,-7.97274435860791,-7.96404682274248,0,0,0,0,0,0
"5089",86.67,30477.73,25,-10.169123346862,-1.57846922552805,0,0,0,0,0,0
"5090",83.45,28634.97,25,-6.04625081986092,-3.71524172147225,0,0,0,0,0,0
"5091",82.6,27801.98,24,-2.90899553937022,-1.01857399640504,0,0,0,0,0,0
"5092",78.61,27263.95,24,-1.93522187988049,-4.83050847457627,0,0,0,0,0,0
"5093",78.2,27271.12,23,0.0262984637222349,-0.521562142221087,0,0,0,0,0,0
"5094",78.2,27909.73,23,2.34170800465841,0,0,0,0,0,0,0
"5095",80.33,30275.43,22,8.47625541343467,2.7237851662404,0,0,0,0,0,0
"5096",88.24,35051.27,23,15.7746396995848,9.84688161334495,0,0,0,0,0,0
"5097",97.95,40511.84,24,15.5788078434818,11.0040797824116,0,0,0,0,0,0
"5098",104.83,43120.18,26,6.43846342205144,7.02399183256763,0,0,0,0,0,0
"5099",95.63,43728.53,26,1.41082435184639,-8.77611370790804,0,0,0,0,0,0
"5100",91.73,44136,27,0.931817282675638,-4.07821813238523,0,0,0,0,0,0
"5101",81.5,42459.71,28,-3.79801069421787,-11.1522947781533,0,0,0,0,0,0
"5102",71.5,42344.02,29,-0.272470066328768,-12.2699386503067,0,0,0,0,0,0
"5103",78.04,43234.35,29,2.10261094718924,9.14685314685316,0,0,0,0,0,0
"5104",79.1,43636.22,30,0.929515535679391,1.35827780625319,0,0,0,0,0,0
"5105",86.62,43660.04,30,0.054587679684445,9.5069532237674,0,0,0,0,0,0
"5106",95.12,42900.82,30,-1.73893564916569,9.81297621796352,0,0,0,0,0,0
"5107",96.6,41650.1,30,-2.91537551030493,1.55592935239696,0,0,0,0,0,0
"5108",97.79,40554.48,29,-2.63053390027874,1.23188405797103,0,0,0,0,0,0
"5109",101.59,39205.97,27,-3.32518133631599,3.88587790162593,0,0,0,0,0,0
"5110",104.29,39413.31,27,0.528848030032152,2.65774190373068,0,0,0,0,0,0
"5111",92.23,36379.18,26,-7.69823696614164,-11.5639083325343,0,0,0,0,0,0
"5112",87.65,33499.75,25,-7.91504921221424,-4.96584625393039,0,0,0,0,0,0
"5113",88.73,31003.48,24,-7.45160784781976,1.23217341699943,0,0,0,0,0,0
"5114",79.11,29240.11,23,-5.68765183779369,-10.8418798602502,0,0,0,0,0,0
"5115",78.43,28430.55,23,-2.76866263499009,-0.859562634306652,0,0,0,0,0,0
"5116",74.67,27816.99,21,-2.15810105678574,-4.79408389646819,0,0,0,0,0,0
"5117",74.49,27810.97,21,-0.021641450063434,-0.241060666934521,0,0,0,0,0,0
"5118",78.58,28388.6,20,2.0769861676885,5.49066988857565,0,0,0,0,0,0
"5119",82.48,30195.19,21,6.36378687219518,4.963094935098,0,0,0,0,0,0
"5120",86.58,34646.16,23,14.7406590254938,4.97090203685741,0,0,0,0,0,0
"5121",101.15,39796.33,25,14.8650528658876,16.8283668283668,0,0,0,0,0,0
"5122",98.33,42353.71,26,6.42617045340612,-2.78793870489373,0,0,0,0,0,0
"5123",96.14,42798.98,28,1.05131286019573,-2.22719414217431,0,0,0,0,0,0
"5124",89.88,43197,29,0.92997543399398,-6.5113376326191,0,0,0,0,0,0
"5125",81.48,42054.63,30,-2.64455864990625,-9.34579439252335,0,0,0,0,0,0
"5126",79.57,41795.56,31,-0.616032051643302,-2.34413352970055,0,0,0,0,0,0
"5127",80.65,42461.45,32,1.59320750816594,1.35729546311425,0,0,0,0,0,0
"5128",84.09,42732,32,0.637166182502018,4.26534407935524,0,0,0,0,0,0
"5129",92.58,42762.51,32,0.0713984835720351,10.0963253656796,0,0,0,0,0,0
"5130",103.45,42193.73,32,-1.33009030573743,11.7411968027652,0,0,0,0,0,0
"5131",112.07,41407.67,31,-1.86297821974972,8.33252779120347,0,0,0,0,0,0
"5132",119.62,40470.77,30,-2.26262429158656,6.73686089051487,0,0,0,0,0,0
"5133",123.86,40235.08,27,-0.582370930921243,3.54455776625982,0,0,0,0,0,0
"5134",122.45,39570.29,26,-1.65226464070657,-1.1383820442435,0,0,0,0,0,0
"5135",112.91,36403.54,24,-8.00284759095776,-7.79093507554104,0,0,0,0,0,0
"5136",101.54,33508.98,24,-7.95131462489636,-10.0699672305376,0,0,0,0,0,0
"5137",100.49,31356.44,26,-6.42377058328843,-1.03407524128423,0,0,0,0,0,0
"5138",96.56,29425.77,24,-6.1571721789846,-3.91083689919394,0,0,0,0,0,0
"5139",86.46,28353.29,25,-3.64469646843566,-10.4598177299089,0,0,0,0,0,0
"5140",75.88,27776.75,23,-2.03341481711646,-12.2368725422161,0,0,0,0,0,0
"5141",75.9,27801.46,22,0.0889592914937821,0.0263574064312207,0,0,0,0,0,0
"5142",77.21,28455.52,22,2.35261025859793,1.72595520421606,0,0,0,0,0,0
"5143",78.86,30329.72,21,6.58641978779513,2.13702888226914,0,0,0,0,0,0
"5144",82.62,34443.3,24,13.5628683680562,4.76794319046412,0,0,0,0,0,0
"5145",91.62,39504.41,26,14.6940333823995,10.8932461873638,0,0,0,0,0,0
"5146",91.98,41720.5,28,5.60972812908735,0.392927308447936,0,0,0,0,0,0
"5147",89.18,42456.96,29,1.76522333145576,-3.0441400304414,0,0,0,0,0,0
"5148",86.74,42987.84,30,1.25039569484013,-2.73603947073336,0,0,0,0,0,0
"5149",80.65,41940.95,31,-2.43531659185481,-7.02098224579201,0,0,0,0,0,0
"5150",76.13,41863.49,32,-0.184688234291305,-5.60446373217608,0,0,0,0,0,0
"5151",78.23,42465.72,32,1.43855660385697,2.75843951136215,0,0,0,0,0,0
"5152",84.68,42796.27,33,0.778392548154124,8.2449188290937,0,0,0,0,0,0
"5153",88.44,43086.58,33,0.678353510714847,4.44024563060934,0,0,0,0,0,0
"5154",96.35,42440.16,33,-1.50028152617357,8.94391677973767,0,0,0,0,0,0
"5155",105.93,41889.74,33,-1.29693196255623,9.94291645044111,0,0,0,0,0,0
"5156",111.86,41183.62,30,-1.68566336291415,5.59803643915793,0,0,0,0,0,0
"5157",123.78,40858.21,29,-0.790144236956352,10.6561773645628,0,0,0,0,0,0
"5158",123.62,40195.07,26,-1.6230275384066,-0.129261593149133,0,0,0,0,0,0
"5159",108.48,37001.02,26,-7.94637252777518,-12.2472091894515,0,0,0,0,0,0
"5160",97.08,34180.14,27,-7.62378983065872,-10.5088495575221,0,0,0,0,0,0
"5161",92.4,31737.55,28,-7.14622584927973,-4.82076637824474,0,0,0,0,0,0
"5162",88.55,29777.86,26,-6.1746732183171,-4.16666666666668,0,0,0,0,0,0
"5163",78.99,28693.26,25,-3.64230337572949,-10.7961603613778,0,0,0,0,0,0
"5164",75.07,27988.48,24,-2.45625627760665,-4.9626535004431,0,0,0,0,0,0
"5165",73.63,27963.76,24,-0.0883220525016048,-1.91820967097376,0,0,0,0,0,0
"5166",75.07,28576.93,23,2.19273087739275,1.95572456878989,0,0,0,0,0,0
"5167",84.48,30410.67,21,6.4168544346786,12.5349673637938,0,0,0,0,0,0
"5168",85,34648.98,25,13.9369175358517,0.615530303030298,0,0,0,0,0,0
"5169",98.85,39616.32,26,14.3361795931655,16.2941176470588,0,0,0,0,0,0
"5170",100.06,41730.5,27,5.33663904168787,1.22407688416794,0,0,0,0,0,0
"5171",90.21,42402.75,28,1.61093205209619,-9.84409354387368,0,0,0,0,0,0
"5172",88.38,42854.38,29,1.06509601381985,-2.02859993348852,0,0,0,0,0,0
"5173",80.75,41939.67,30,-2.13446093491494,-8.63317492645395,0,0,0,0,0,0
"5174",78.61,41679.65,31,-0.619985803417139,-2.65015479876161,0,0,0,0,0,0
"5175",81.79,41936.9,31,0.617207678087508,4.04528685917823,0,0,0,0,0,0
"5176",84.97,42139.22,32,0.48243909301832,3.88800586868809,0,0,0,0,0,0
"5177",87.03,42250.88,32,0.264978801221276,2.42438507708603,0,0,0,0,0,0
"5178",96.85,41759.29,33,-1.16350239332292,11.2834654716764,0,0,0,0,0,0
"5179",111.75,41431.48,32,-0.784998978670369,15.3846153846154,0,0,0,0,0,0
"5180",119.86,40721.09,31,-1.71461410502354,7.2572706935123,0,0,0,0,0,0
"5181",144.65,40250.01,28,-1.15684526126387,20.6824628733522,0,0,0,0,0,0
"5182",123.55,39315.26,27,-2.32235967146344,-14.586933978569,0,0,0,0,0,0
"5183",107.74,36178.51,28,-7.97845416766925,-12.79643868879,0,0,0,0,0,0
"5184",98.6,33349.69,27,-7.81906164737022,-8.48338592908855,0,0,0,0,0,0
"5185",102.63,31251.85,27,-6.29043328438736,4.08722109533469,0,0,0,0,1,0
"5186",92.64,29256.36,26,-6.38518999675219,-9.73399590762934,0,0,0,0,1,0
"5187",88.06,28094.71,25,-3.97058964273068,-4.94386873920552,0,0,0,0,1,0
"5188",87,27336,24,-2.70054398141144,-1.2037247331365,0,0,0,0,1,0
"5189",85.65,26938.5,23,-1.45412642669008,-1.55172413793103,0,0,0,0,1,0
"5190",86.46,26928.53,22,-0.037010226998538,0.945709281961457,0,0,0,0,1,0
"5191",84.92,26891.92,23,-0.135952463799549,-1.78117048346055,0,0,0,0,1,0
"5192",85.01,29138.09,26,8.35258322946075,0.105982100800758,0,0,0,0,1,0
"5193",88.44,32303.89,26,10.8648164653208,4.03481943300787,0,0,0,0,1,0
"5194",90.54,34265.67,28,6.07289091189946,2.37449118046134,0,0,0,0,1,0
"5195",88.95,34901.61,27,1.85591001139042,-1.75612988734261,0,0,0,0,1,0
"5196",86.07,35032.75,29,0.375741978665166,-3.23777403035414,0,0,0,0,1,0
"5197",85.32,34669.53,30,-1.03680127880341,-0.871383757406762,0,0,0,0,1,0
"5198",78.15,33929.07,31,-2.13576590164331,-8.40365682137833,0,0,0,0,1,0
"5199",76.58,33642.68,31,-0.844084438506565,-2.00895713371722,0,0,0,0,1,0
"5200",80,33566.53,31,-0.226349387147521,4.46591799425438,0,0,0,0,1,0
"5201",85.03,33874.53,32,0.917580697200455,6.2875,0,0,0,0,1,0
"5202",95.77,34507.37,32,1.86818828187433,12.6308361754675,0,0,0,0,1,0
"5203",123.11,35509.45,31,2.90395935708805,28.547561866973,0,0,0,0,1,0
"5204",143.95,36164.35,30,1.84429778551907,16.9279506132727,0,0,0,0,1,0
"5205",147.02,36351.4,29,0.517222070906854,2.13268496005559,0,0,0,0,1,0
"5206",146.94,35798.73,28,-1.52035409915436,-0.0544143653924721,0,0,0,0,1,0
"5207",105.31,33235.18,27,-7.16100822571081,-28.3312916836804,0,0,0,0,1,0
"5208",101.68,30905.52,25,-7.00962052860854,-3.44696610008546,0,0,0,0,1,0
"5209",96.18,29110.02,24,-5.80964177273186,-5.40912667191188,0,0,0,0,1,0
"5210",96.26,27240.03,24,-6.42387054354481,0.0831773757537932,0,0,0,0,1,0
"5211",92.04,26034.34,23,-4.42616986838854,-4.38396010804072,0,0,0,0,1,0
"5212",82.8,25215.76,22,-3.14423181075457,-10.0391134289439,0,0,0,0,1,0
"5213",77.68,24885.33,21,-1.31041063208088,-6.18357487922704,0,0,0,0,1,0
"5214",83.45,24686.77,20,-0.797899806833991,7.42790937178166,0,0,0,0,1,0
"5215",82.26,24035.62,20,-2.63764761449149,-1.42600359496704,0,0,0,0,1,0
"5216",77.08,25054.86,21,4.24053966571281,-6.2971067347435,0,0,0,0,1,0
"5217",80.58,26801.88,23,6.97277893390744,4.54073689673067,0,0,0,0,1,0
"5218",81.44,28316.38,25,5.65072300898295,1.06726234797716,0,0,0,0,1,0
"5219",73.05,29259.4,27,3.33029857630107,-10.3020628683694,0,0,0,0,1,0
"5220",68.05,29914.23,29,2.2380158171391,-6.84462696783025,0,0,0,0,1,0
"5221",68.07,30399.69,29,1.62283969869858,0.0293901542983042,0,0,0,0,1,0
"5222",67.2,29911.18,30,-1.60695717620804,-1.2780960775672,0,0,0,0,1,0
"5223",66.91,29646.21,31,-0.885856057835235,-0.431547619047628,0,0,0,0,1,0
"5224",66.88,29417.15,31,-0.772645137439145,-0.044836347332239,0,0,0,0,1,0
"5225",71.76,29579.25,31,0.551039104739917,7.29665071770336,0,0,0,0,1,0
"5226",78.68,30090.11,31,1.72708909117033,9.64325529542921,0,0,0,0,1,0
"5227",87,30997.13,30,3.01434590966932,10.574478901881,0,0,0,0,1,0
"5228",109.67,32051.62,29,3.40189559485023,26.0574712643678,0,0,0,0,1,0
"5229",144.85,33101.93,27,3.27693264802216,32.0780523388347,0,0,0,0,1,0
"5230",145.73,33460.7,26,1.08383408459868,0.607525025888847,0,0,0,0,1,0
"5231",101.68,31678.3,25,-5.32684612097176,-30.2271323680779,0,0,0,0,1,0
"5232",93.88,29604.12,24,-6.54763671030327,-7.67112509834777,0,0,0,0,1,0
"5233",85.05,27573.19,24,-6.8602951210845,-9.40562420110779,0,0,0,1,0,0
"5234",84.98,25978.31,23,-5.7841693326017,-0.0823045267489632,0,0,0,1,0,0
"5235",78.64,25029.98,23,-3.6504684099928,-7.46057895975524,0,0,0,1,0,0
"5236",75.37,24508.51,23,-2.08338160877476,-4.15818921668362,0,0,0,1,0,0
"5237",74.02,24435.06,21,-0.29969182133062,-1.7911635929415,0,0,0,1,0,0
"5238",77.92,25152.55,20,2.93631364113695,5.26884625776818,0,0,0,1,0,0
"5239",68.45,26768.99,20,6.42654522106109,-12.1534907597536,0,0,0,1,0,0
"5240",73.41,30425.75,22,13.6604332102182,7.24616508400291,0,0,0,1,0,0
"5241",88.72,35162.21,24,15.5672744303756,20.8554692821142,0,0,0,1,0,0
"5242",81,36777.74,25,4.59450643176296,-8.70153291253381,0,0,0,1,0,0
"5243",74.36,37537.25,26,2.06513505180036,-8.19753086419753,0,0,0,1,0,0
"5244",80.23,37894.56,28,0.95188113140946,7.89402904787521,0,0,0,1,0,0
"5245",72.85,37443.78,28,-1.18956388463146,-9.19855415679921,0,0,0,1,0,0
"5246",71.15,37413.92,29,-0.0797462222029949,-2.33356211393272,0,0,0,1,0,0
"5247",72.23,37833.34,30,1.12102661255489,1.51791988756149,0,0,0,1,0,0
"5248",72.2,38130.17,30,0.784572548974005,-0.041533988647378,0,0,0,1,0,0
"5249",82.5,38210.31,29,0.210174777610484,14.2659279778393,0,0,0,1,0,0
"5250",89.44,37894.48,27,-0.826557020866867,8.41212121212121,0,0,0,1,0,0
"5251",101.29,37527.25,26,-0.969085734914434,13.2491055456172,0,0,0,1,0,0
"5252",102.65,37056.14,25,-1.25538108974146,1.34267943528483,0,0,0,1,0,0
"5253",113.68,36940.14,24,-0.313038540981333,10.7452508524111,0,0,0,1,0,0
"5254",110.34,36597.47,23,-0.927635899593229,-2.93807178043632,0,0,0,1,0,0
"5255",101.36,33791.71,24,-7.66654088383706,-8.13848105854631,0,0,0,1,0,0
