,TSTOT.PrezzoScandi,TSTOT.ConsumiScandi,TSTOT.GradiScandi,TSTOT.ConsumipercScandi,TSTOT.PrezzopercScandi,TSTOT.BankHolidayScandi,TSTOT.EndYearScandi,TSTOT.DayOfWeekScandi,TSTOT.DayOffScandi,lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica
58,34.63,43283.8,4.0,-1.62437355818948,-1.64725930133484,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,35.17,43751.2,3.0,-1.60752035262898,-2.0061298411813797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,33.72,42339.5,2.0,-1.6750733846096701,-1.83406113537119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61,33.86,42605.8,4.0,-1.09844703916061,-1.51250727166958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
62,32.59,40911.4,-1.0,-1.78961948680771,-1.21248863291906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,34.06,42740.3,-4.0,-0.32021381793756104,-0.873108265424904,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
64,35.37,45221.6,-3.0,-1.31739453969751,-7.577737130911959,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,34.95,45296.8,-2.0,-1.3453266397325399,-9.992274014936891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
66,32.71,44544.4,-1.0,-1.1148455155328,-0.6077180188392459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
67,35.75,44993.9,0.0,-0.771441236599562,-2.9850746268656803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68,31.36,41400.8,6.0,-1.58062269259752,-0.916271721958923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69,30.32,38689.2,5.0,-1.68578442085148,-0.752864157119478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
70,30.65,39149.2,5.0,-0.45337232216643,-1.6682707731793502,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
71,32.49,41889.3,7.0,-0.128983344221018,-0.5205143906919609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72,32.45,41739.6,3.0,-0.0167678325899594,0.40222772277228497,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
73,32.26,42703.0,0.0,-0.303038792700928,-1.97508356122759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74,31.71,42290.2,4.0,-0.320086739263666,-0.564440263405455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,31.06,41293.4,4.0,-0.37203601656066204,-1.3968253968254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,30.06,38835.2,5.0,-0.9594148640446509,-0.7265521796565471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
77,30.51,39673.2,5.0,0.4524680651736239,0.197044334975377,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,31.82,42357.0,2.0,0.256339248308239,0.410224045440199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79,30.31,41577.6,1.0,1.29809379019997,0.8652246256239531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80,30.67,41082.8,11.0,1.33742470511044,0.8549819138441349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
81,30.28,39863.9,11.0,0.638459013910281,0.0660938532716443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82,29.3,38731.6,6.0,-0.385786593144315,-0.846023688663283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
83,27.05,36758.3,9.0,0.0735067912107657,0.259451445515197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,27.86,36937.6,4.0,3.6190476190476204,3.9552238805970097,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
85,28.27,39013.8,11.0,0.755398191692944,0.212690535271176,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86,28.08,38045.9,12.0,1.7444161567754999,0.970873786407765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87,25.18,37950.8,6.0,0.9939511353929101,0.8410092110532671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
88,26.02,38544.2,3.0,0.658886082957481,1.5216543113538799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
89,25.73,38377.3,3.0,0.17671810721073697,0.27279812938425696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
90,27.24,37900.3,-1.0,3.20617380435641,5.78640776699028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91,25.94,37840.9,1.0,7.88444322801736,7.94839783603828,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,30.32,41387.1,0.0,0.9539955117572411,2.01884253028264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,30.92,41481.8,2.0,0.47011579719869606,0.324464633354969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94,31.86,41498.0,4.0,0.7966966237551608,2.24646983311938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
95,29.08,37974.2,6.0,-0.0258003369840009,0.137741046831953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
96,29.39,36827.2,0.0,0.40349844053305395,0.512995896032839,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
97,30.02,36924.6,1.0,1.60422215862813,2.66757865937073,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
98,30.38,36401.6,4.0,2.96229878685194,3.3333333333333304,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,29.5,35979.7,4.0,5.14815258591213,5.84858270541801,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
100,31.81,38622.9,4.0,0.021753486384652,1.04828462515883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101,31.89,38650.0,6.0,0.144840791727237,-0.0939849624060186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
102,32.68,38017.9,8.0,0.266636425014765,0.957676861291326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
103,32.05,37263.1,2.0,-0.18295590307356,0.8813345923827429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104,31.89,35571.7,4.0,0.392292994888902,0.283018867924528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,31.63,34605.2,2.0,1.93019714343782,1.0866091403004101,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,32.75,37811.6,7.0,-0.3961856593435579,-0.967644390686424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,39.43,38486.6,5.0,-0.0874863383722462,-0.151937199290965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
108,39.42,38700.5,6.0,-0.0601697147490766,-0.42940136398080797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,34.63,37302.5,6.0,-0.487126885082336,-0.259216589861741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,34.1,37042.9,4.0,-1.3706909635041398,-1.8705035971223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,31.74,34607.3,8.0,-0.347558166321116,0.12618296529968198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
112,31.77,34181.2,6.0,2.09438470728792,1.4367816091954,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
113,34.28,36680.9,9.0,-0.846085435706968,0.5278592375366561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
114,32.75,36282.3,10.0,-0.43768419781679296,0.4909481436023211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
115,34.26,35515.5,8.0,-0.886607950169109,-1.55172413793103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
116,33.94,35849.1,8.0,-0.9578459379265121,-1.07840279801808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
117,30.83,34626.9,11.0,-1.3079365441289699,0.45617464972302707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,28.83,32054.0,12.0,-1.5198763698703799,-0.723140495867772,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,26.8,31643.4,10.0,0.10376266189190599,3.11658330126973,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,29.38,33638.9,13.0,-0.598966951917158,-0.5416384563304001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
121,27.52,31559.1,10.0,0.37115487367375605,1.47492625368731,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122,29.29,34510.7,15.0,-1.26117620130753,-0.40802448146889203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
123,31.66,35356.5,7.0,-0.49308082641696604,-1.33998130258649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
124,30.53,33779.0,8.0,-1.31928742119624,-1.38888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
