,TSTOT.PrezzoScandi,TSTOT.ConsumiScandi,TSTOT.GradiScandi,TSTOT.ConsumipercScandi,TSTOT.PrezzopercScandi,TSTOT.BankHolidayScandi,TSTOT.EndYearScandi,TSTOT.DayOfWeekScandi,TSTOT.DayOffScandi,lunedi,martedi,mercoledi,giovedi,venerdi,sabato,domenica
151,36.22,39014.6,12.0,-0.5868278425986629,-2.3719676549865296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,33.43,39950.9,6.0,-0.266366432337427,-1.5896379158080602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153,26.6,35482.8,5.0,-0.0836325237592315,-0.299850074962512,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,26.06,34754.5,9.0,1.00174950159547,0.656624179219769,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
155,36.64,39267.1,12.0,-0.11421448921449302,-1.79576521039936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
156,33.39,39330.2,14.0,-0.355960243927774,-2.39695995323005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
157,32.4,37781.1,13.0,0.230805351500633,0.0926784059314215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
158,31.91,37938.8,17.0,0.543545954942149,0.8214849921011109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
159,31.23,39076.9,18.0,-0.443048294557057,-0.920050761421317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160,24.42,32684.9,12.0,-1.7356037784632299,-1.80940892641737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
161,24.86,32507.1,16.0,5.17238032379546,5.160744500846019,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
162,31.0,38647.0,16.0,-0.0325921633953754,0.388601036269433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
163,29.49,38426.6,16.0,-0.197648476600339,-0.337952010814469,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
164,31.23,38591.1,18.0,0.346874618086889,1.26459143968872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
165,29.48,38641.2,17.0,-0.5617673927868421,-1.1733154542406898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,29.99,38594.2,16.0,-0.39589548772053396,-0.990425883129748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
