DateYYYYMMDD,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
20120831,30708.31,28878.13,27639.41,26995.88,26952.91,27944.48,30684.95,34063.98,38845.79,41268.11,41616.48,42091.15,40896.07,40563.67,41088.07,41148.77,40952.34,40493.78,39882.06,39665.28,40427.91,38149.61,34976.43,32678.25
20120901,30527.28,28618.85,27460.92,26590.15,26285.91,26652.47,27963.73,29937.95,32688.45,34785.16,34982.47,34957.41,33958.09,32856.51,32456.86,32349.5,32581.89,33354.94,34209.48,36084.31,36317.37,33839.51,31338.52,29330.2
20120902,28016.87,26439.64,25380.42,24584.91,24313.1,24546.52,24873.78,24944.45,26631.3,28404.96,29279.55,29963.96,30139.14,29386.2,28815.51,28418.94,28253.14,28726.55,29840.54,32173.71,33537.11,32334.55,30470.31,28410.4
20120903,26681.53,25365.62,24591.31,24100.36,24526.54,26004.55,30316.2,34842.61,40415.4,42575.64,42962.39,43386.24,41404.34,41303.47,42272.17,42536.14,42359.15,41347.67,40374.65,40873.91,41000.62,38370.28,35006.89,32081.55
20120904,29601.57,27946.23,26907.73,26314.07,26402.64,27472.49,31124.07,35356.04,40582.68,42707.18,42846.9,43496.9,41483.28,40936.48,41932.12,42237.25,42080.36,41269.58,40135.38,40737.44,40748.74,38249.29,34472.84,31500.77
20120905,29103.87,27546.71,26645.83,26108.12,26191.48,27332.9,30869.6,35308.17,40372.01,42561.48,43045.26,43469.86,41281.76,40939.73,41751.16,42036.63,41745.33,40975.29,39892.77,40755.74,40750.91,37963.34,34315.18,31304.24
20120906,29585.66,27985.55,27156.73,26716.29,26755.74,27753.57,31450.22,35833.53,40983.23,43114.74,43450.82,43824.18,41738.85,41289.84,42176.03,42441.85,42563.44,41749.57,40591.28,41248.29,41370.31,38619.85,35061.67,31913.23
20120907,29329.93,27752.64,26917.06,26374.04,26406.69,27575.65,31162.95,35462.27,40218.1,42530.28,42721.63,43187.97,41253.47,40797.81,41456.59,41752.87,41612.47,40729.62,39392.86,40323.17,40429.06,37598.06,34196.5,31219.31
20120908,29583.76,28009.59,26992.88,26220.41,26002.9,26240.23,27517.45,29668.27,32340.28,34290.62,34481.09,34252.03,33081.26,31908.64,31250.27,31291.22,31713.45,32361.11,32908.88,35298.41,35813.3,33380.45,30972.39,28767.53
20120909,27415.22,25844.88,24777.31,23985.56,23793.72,23952.91,23990.86,24205.84,25912.11,27907.79,28833.51,29429.35,29662.31,28792.57,28306.05,27865.91,27990.25,28443.52,29085.94,31583.84,33306.45,32274.14,30300.37,28071.4
20120910,26043.85,24755.48,24012.31,23597.77,23973.14,25481.35,29530.89,33970.86,39247.72,41463.44,41918.53,42407.39,40564.04,40456.88,41641.63,42091.16,42276.86,41286.47,39964.51,40707.02,41066.56,38508.09,35113.58,31940.35
20120911,29620.55,28069.87,27167.79,26557.39,26666.05,27733.62,31322.53,35458.55,40371.71,42518.35,42984.54,43282.53,41339.69,40953.15,42199.76,42626.93,42498.53,41503,40282.8,41436.63,41366.05,38516.61,35036.55,31908.84
20120912,29638.22,27962.01,27136.63,26888.72,26915.73,27899.88,31711.82,35730.11,40430.09,42419.34,42528.37,43033.77,40867.14,40494.26,41599.13,42052.78,42055.62,41499.59,40297.17,41591.38,41335.24,38271.56,34741.35,31743.35
20120913,29697.82,28181.12,27356.86,27086.38,27172.68,28165.32,31812.13,35552.13,40471.95,42359.47,42463.19,42701.81,40473.65,40139.3,41397.16,41805.6,41940.94,41337.94,40298.12,41633.65,41533.55,38542.75,35104.36,32067.68
20120914,29166.86,27463.12,26725.24,26429.03,26431.24,27314.11,30945.02,34868.91,39640.36,41361.05,41435.09,41607.58,39364.57,38908.74,40014.38,40390.62,40348.15,39986.22,38939.96,40245.89,40267.76,37094.22,33947.97,31122.94
20120915,28956.68,26877.5,26087.55,25613.88,25439.53,25602.19,27011.28,28607.41,31317.58,32956.83,32995.13,32576.84,31518.01,30100.42,29671.07,29855.39,30226.21,30930.55,31910.04,34644.73,34735.08,32057.16,29762.56,27577.2
20120916,26202.33,24601.84,23612,23059.59,22785.39,22966.54,23437.74,23433.26,25124.32,26745.03,27540.53,28015.82,28276.55,27169.89,26617.15,26459.6,26595.8,26891.4,28121.93,31216.65,32205.7,30971.83,29007.85,26803.25
20120917,25047.52,23669.42,23052.4,22926.74,23237.48,24746.06,29043.47,33308.97,38549.43,40301.52,40420.31,40727.31,38329.61,38110.12,39297.35,39741.32,39611.89,39119.86,38423.6,39822.31,39389.5,36720.22,33385.86,30470.25
20120918,28213.81,26884.04,26040.79,25712.49,25789.14,26920.58,30349.47,34474.47,39473.08,40974.16,40923.76,41292.46,38815.87,38479.76,39775.49,40385.29,40332.71,39735.5,39000.04,40480.31,39999.4,37010.04,33740.77,30788.77
20120919,27979.53,27022.52,26237.61,25979.4,25985.02,27034.61,30152.28,34361.14,39168.39,40819.42,40811.46,41028.31,38725.07,38422.95,39685.16,40330.79,40326.6,39652.43,38740.84,40303.47,39569.09,36607,33148.11,30260.12
20120920,28094.89,27129.99,26351.16,26202.29,26263.17,27274.61,30517.27,34497.43,39334.05,40879.82,40538.68,40590.26,38237.19,38110.75,39210.61,39938.42,39849.42,39129.18,38780.46,40282.2,39856.84,36707.39,33343.81,30328.97
20120921,28386.59,27147.7,26376.12,26123.18,26212.85,27319.79,30954.73,35007.83,39221.51,40639.34,40515.79,40410.23,38189.12,37905.31,39093.99,39514.7,39720.53,38907.25,38488.21,40531.05,39597.94,36556.75,33299.94,30399.13
20120922,28422.99,26845.51,25787.2,25388.02,25200.95,25385.76,26928.18,28658.69,30891.86,32306.04,32239.89,31830.15,30923.76,29650.99,29294.8,29315.2,29662.33,30146.45,31269.58,34486.71,34179.3,31557.1,29259.95,27010.71
20120923,26334.27,24756.39,23777.16,23326.24,23101.36,23219.94,23629.96,23840.81,25123.1,26622.11,27456.93,27935.6,28080.59,27370.22,26841.95,26696.53,26713.98,27178.32,28386.98,31692.64,32333.57,30941.39,29026.17,26846.76
20120924,25605.85,24222.08,23713.49,23678.53,24004.27,25240.3,29675.7,34041.14,39009.81,40702.75,40828.93,41097.81,39034.21,39402.95,40447.75,40871.05,41050.23,40505.32,39704.64,41390.52,40421.83,37562.73,34228.21,31126.77
20120925,28722.47,27450.37,26615.79,26181.14,26241.48,27395.55,31047.72,35301.36,40005.13,41451.48,41428.21,41445.16,39205.27,39177.82,40326.64,40878.36,41134.35,40611.81,39776.31,41773.32,40603.28,37354.57,34036.73,30930.92
20120926,28763.42,27615.48,26748.26,26581.59,26442.41,27660.42,31343.31,35554.4,40231.77,41989.86,41917.48,42129.67,39945.9,39634.63,40816.71,41254.73,41305.63,40832.51,40244.78,42178.74,40567.43,37531.96,34087.64,30997.59
20120927,28195.97,27065.27,26271.45,26007.41,25959.25,27035.76,30627.53,34866.72,39967.28,41770,41577.8,41752.9,39665.54,39372.25,40426.86,40674.71,40739.27,40225.74,39412.19,40940.66,39800.47,36721.23,33389.14,30361.41
20120928,27766.47,26550.9,25794.82,25540.75,25405.84,26570.26,30339.48,34582.83,39040.45,40763.06,40700,40897.31,38764.72,38461.49,39514.69,39724.54,39631.13,39231.32,38673.79,40251.24,39115.39,35752.6,32684.85,29609.62
20120929,28117.68,26498.86,25569.16,25072.91,24820.41,25061.68,26781.57,28665.84,31202.99,33022.17,33309.05,33145.33,32044.17,31110.77,30593.65,30616.52,31002.47,31655.49,32598.34,35617.12,34747.95,31832.15,29545.34,27325.24
20120930,26244.12,24888.93,23805.28,23410.47,23204.29,23430.08,23916.24,24078.83,25555.9,27400.43,28280.53,28831.14,28885.04,27928.26,27465.75,27297.6,27461.66,28220.36,29391.88,32631.94,33107.71,31440.58,29528.68,27271.37
20121001,24673.11,23443.37,22923.8,22851.1,23185.9,24614.78,29469.2,34238.05,38608.64,39929.62,39860.79,39943.55,37747.74,38022.71,39202.19,39781.74,39973.05,39632.27,39904.83,42259.1,40181.24,37128.86,33398.03,30214.33
20121002,27879.63,26619.07,25822.91,25532.43,25674.44,26756.52,30842.27,35190.57,39301.88,40540.38,40376.14,40325.15,37966.58,38028.95,39228.63,39717.18,39920.48,39609.01,39905.38,42293.7,40076.99,36903.83,33355.72,30170.43
20121003,27757.29,26522.73,25876.24,25749.37,25725.08,26727.54,30439.21,34961.62,39160.77,40095.12,40063.06,39940.26,37787.51,37706.94,38952.05,39439.99,39392.55,38978.45,39387.59,41728.29,39581.78,36381.65,33009.99,29902.68
20121004,27619.75,26599.12,26108.36,25854.19,25984.15,27069.48,30462.12,34921.24,38924.56,39952.39,39765.49,39906.38,37673.41,37486.44,38577.42,38921.93,38906.55,38239.89,38825.41,41286.35,39236.33,36058.01,32729.73,29736.46
20121005,27983.45,26904.53,26101.76,25817.51,25921.1,27109.97,30394.81,35021.38,38839.62,39925,39878.77,40038.79,37906.91,37393.27,38242.31,38467.2,38303.51,37705.93,38329.99,40643.56,38453.89,35294.09,32256.53,29356.62
20121006,27603.24,26323.7,25530.04,25095.6,24847.2,25086.65,26743.72,29095.7,30975.28,32261.68,32099.93,31745.67,30352.64,29076.68,28743.15,28733.52,28976.68,29765.72,31688.13,35429.6,33886.33,31344.18,29053.7,26776.22
20121007,25363.35,24212.77,23415.64,22752.86,22724.04,22916.08,23518.24,23712.38,24645.89,26134.46,26772.19,27071.73,26990.34,26029.92,25542.44,25463.69,25559.95,26158.06,28247.35,32210.47,31992.12,30674.87,28626.99,26304.87
20121008,24242.83,23210.74,22844.47,22612.66,22991.74,24244.6,28792.66,33622.86,37619.18,38686,38463.46,38534.47,36354.63,36320,37460.81,37946.15,38244.08,37736.33,38491.08,41290.49,39289.02,36585.46,32922.06,29737.01
20121009,27224.18,26341.91,25649.16,25256.78,25442.18,26503.11,30029.1,34506.95,38467.8,39474.53,39270.3,39142.44,36827.15,36654.44,37881.52,38477.47,38357.33,38113.51,38639.1,41304.23,39273.71,36136.57,32665.85,29568.24
20121010,27512.02,26439.97,25695.51,25427.29,25459.88,26579.09,30652.01,35270.45,39253.86,40410.26,40248.35,40384.78,38166.49,37851.36,38991.85,39532.76,39537.72,38955.57,39466.85,41924.22,39647.09,36662.66,33128.45,29897.42
20121011,27658.08,26609.26,25886.44,25571.37,25704.1,26801.48,30428.72,35358.75,39122.94,40493.56,40528.96,40441.23,38286.41,37927.75,38918.36,39246.81,38860.3,38334.28,39277.63,41542.26,38987.48,36096.58,32738.32,29801.45
20121012,28030.38,26789.66,26045.41,25771.36,25902.45,26939.49,30586.09,35937.08,39478.52,40874.63,40957.33,41020.27,38765.43,37972.25,38680.49,39040.21,38900.76,38159.27,39291.9,41826.65,38876.91,35672.31,32573.99,29651.2
20121013,27509.95,26063.29,25351.9,24878.51,24716.96,24765.72,26709.58,29713.9,31185.08,32610.92,32437.94,32039.58,30658.61,29150.28,28690.25,28769.93,29140.01,29918.68,32194.6,35840.96,33486.18,30956.04,28879.31,26505.76
20121014,24920.33,23383.51,22470.9,22048.51,21869.89,21952.57,22956.81,23903.25,24698.92,26279.95,26989,27310.37,27136.5,25943.2,25462.06,25370.6,25448.35,26297.06,29013.96,32681.92,31689.45,30141.97,28200.4,25838.06
20121015,23988.6,22743.64,22203.49,22027.76,22287.03,23843.97,28919.66,34497.59,38571.08,39921.16,39847.62,39899.16,37607.83,37587.84,38588.71,39155.25,39344.51,38869.66,39852.78,42331.26,39223.77,36399.1,33051.71,29908.96
20121016,27570.32,26432.67,25601.95,25209.95,25351.48,26722.18,30595.97,35960.82,39624.62,41029.99,40935.21,40816.59,38374.94,38045.38,39086.48,39731.73,39777.08,39494.73,40409.36,42704.23,39407.06,36385.3,33120.68,29878.76
20121017,27705.35,26583.77,25846.85,25545.42,25765.21,26759.26,30611.54,35950.91,39617.7,40474.37,40411.33,40375.28,37857.38,37497.3,38569.95,39273,39275.25,38872.92,40362.73,42485.39,39329.66,36482.77,33113.86,29834.6
20121018,27613.65,26530.62,25679.63,25260.86,25487.94,26682.69,30356.45,35404.93,39125.8,40077.54,39949.96,39984.9,37593.84,37101.57,38212.46,38953.42,38702.65,38443.61,39785.92,42058.1,39218.27,36292.8,32884.05,29774.3
20121019,27634.03,26524.09,25541.13,25220.49,25355.42,26566.97,30138.82,35056.6,38551.8,39480.89,39424.66,39190.89,37217.14,36741.51,37525.95,38140.78,37696.2,37218.76,38774.21,41227.15,38251.22,35378.7,32225.61,29357.74
20121020,27553.18,26110.62,25204.24,24737.27,24681.29,24878.07,26622.27,29282.61,30922.02,32133.92,32025.18,31595.73,30363.04,29000.51,28708.08,28900.18,28870.97,29686.51,32427.83,36244.12,33373.33,30856.98,28633.53,26705.78
20121021,25397.39,23996.58,22961.85,22372.01,22229.76,22358.35,23104.64,24208.93,24822.71,26278.65,27036.3,27293.3,27202.54,26102.77,25582.18,25726.36,25399.57,26252.54,29510.85,32701.43,31694.51,30338.83,28231.61,26077.41
20121022,23933.15,22681.32,22059.05,22048.5,22285.4,23812.84,28664.49,34471.58,37837.85,38842.27,38671.61,38751.06,36701.95,36495.33,37794.05,38612.78,38429.52,38150.92,39547.98,41522.48,39105.35,36285.67,32518.44,29649.96
20121023,27420.88,26108.51,25310.32,24900.74,25013.36,26161.1,30098.6,35590.74,38668.04,39465.4,39436.09,39572.35,37211.38,36741.36,37944.24,38764.82,38539.31,38400.47,39903.29,41719.14,38935.77,36068.9,32373.43,29589.19
20121024,27956.09,26738.53,25850.89,25608.77,25734.1,26760.54,30603.57,35992,38975.44,39612.29,39459.8,39347.83,37257.14,36466.77,37627.42,38272.43,38400.7,38788.08,40522.97,42035.41,39155.68,36198.03,32534.66,29758.91
20121025,27768.84,26435.7,25744.83,25471.05,25591.6,26852.29,30323.06,35613.66,38584.18,39188.42,38720.2,38443.13,36087.01,35585.39,36556.04,37277.83,37466.09,37786.8,40208.36,41723.31,39068.16,36014.96,32351.7,29384.09
20121026,26849.64,25816.46,25233.68,24918.23,24973.05,26175.48,29358.39,34803.04,37869.02,38402.7,38116.3,37792.9,35823.36,35104.89,35932.79,36417.8,36642.42,36821.92,39287.33,40813.42,37916.72,34785.27,31380.74,28670.11
20121027,27805.01,26755.96,25757.55,25330.27,25198.04,25614.21,27061.97,29840.77,31167.69,32310.78,32150,31560.74,30215.79,28905.2,28394.09,28520.9,29206.79,30245.06,34044.56,36026.42,33766.35,31291.72,29029.55,25224.26
20121028,25775.95,24188.32,23184.72,23092.85,22502.38,22588.07,23167.06,23860.53,24683.96,26569.16,27703.9,28043.11,28266.13,28012.6,26814.99,26520.39,26806.72,27505.3,30653.35,32734.52,32929.35,31969.11,30270.38,28179.9
20121029,24618.7,23468.25,22746.48,22702.01,22998.99,24730.85,29412.67,35107.46,39089.05,40109.55,40114.32,40042.28,38116.23,38000.66,39127.37,39726.92,40415.91,41003.49,42376.92,42725.61,40000.24,37273.21,33487.65,30235.02
20121030,28153.73,27029.02,26002.88,25790.98,26068.78,27320.06,30873.74,36734.31,40366.51,41303.99,41479.95,41279.53,38954.24,38512.71,39561.08,40224.87,40954.45,41442.94,43031.02,43320.28,40501.79,37546.18,33897.6,30699.48
20121031,27182.92,25885.85,25097.29,24906.82,25143.87,26331.34,29769.82,35448.63,38997.67,40183.5,40100.83,39859,37488.84,36891.19,38014.26,38428.57,38856.94,39238.28,40771.77,41323.57,38377.11,35641.82,32024.47,28484.31
20121101,24713.11,23188.8,22467.35,21800.93,21413.35,21595.57,21613.66,22451.05,23907.69,25506.6,25951.54,26215.23,25951.92,24846.02,24535.36,24624.61,25374.43,29125.37,30919.84,31243.94,30056.95,28449.6,26251.98,23823.33
20121102,23371.85,22003.36,21439.99,21260.54,21442.86,22616,25643.01,29103.82,32441.34,33595.05,33967.82,33903.51,32431.4,31898.54,32473.38,33020.99,34689.21,38379.82,38840.29,37590.99,35202.04,32806.1,29722.14,26805.88
20121103,24833.5,23211.04,22369.2,22042.06,21984.03,22787.25,24706.13,27416.29,29462.28,30791.36,30968.97,30608.28,29466.73,28318.63,28179.29,28451.42,29988.93,33762.44,35223.96,35026.64,33014.45,30604.11,28159.41,25681.18
20121104,24003.89,22354.59,21519.94,21142.57,20939.21,21361.42,21880.09,22521.25,23949.95,25545.62,26705.82,27227.61,27108.05,25937.97,25462.76,25530.63,26658.45,30174.82,31633.2,31808.41,30953.42,29395.55,27186.45,24685.89
20121105,23344.47,21987.29,21521.13,21414.01,21824.55,23643.05,28099.74,33330.29,37362.03,38719.96,39373.08,39399.92,37430.61,37503.85,38522.11,39216.03,40542.34,43079.7,42689.05,41187.68,38852.65,36115.64,32471.02,29262.56
20121106,27138.88,25942.08,25146.41,24950.93,25105.92,26557.97,30077.97,34806.77,38486.67,39650.49,40048.87,39979.22,37660.52,37404.08,38429.52,39121.3,40632.96,43331.89,43009.05,41396.05,38899.32,35949.88,32452.37,29221.75
20121107,27225.59,25823.42,25141.46,24863.06,25083.39,26474.16,30247.73,34753.65,38436.01,39609.78,39572.4,39493.2,37443.16,37147.54,38129.32,38857.79,40267.04,43226.03,42929.63,40964.21,38398.7,35556.72,32209.28,29112.98
20121108,27019.94,25619.46,24916.41,24695.17,24950.3,26124.46,29638.46,34078,37716.97,38708.04,38640.95,38375.79,36259.87,35935.57,37202.7,37947.3,39534.52,42368.43,42243.79,40395.91,37878.77,35112.18,31876.62,28867.5
20121109,27121.58,25765.35,25250.17,24861.45,25097.18,26421.9,29963.13,34333.62,38052.7,39414.42,39416.95,39237.24,37126.42,36765.96,37946.32,38416.81,39618.36,42367.36,42200.32,40369.59,37734.45,35003.54,31887.04,29024.96
20121110,27344.66,26149.62,25282.38,24928.31,24675.1,25306.51,26786.64,28710.12,30935.78,32383.84,32628.02,32268.4,30982.4,29597.63,29397.26,29515.32,30986.95,34572.36,35525.09,35305.94,33270.35,30987.8,28772.95,26652.48
20121111,25160.98,23766.18,22845.3,22320.04,22142.21,22507.67,22991.39,23387.61,24921.68,26603.97,27561.97,27979.88,27964.26,26596.77,26200.04,26322.44,27361.21,30636.41,31741.86,32167.98,31480.81,30066.17,27856.1,25543.49
20121112,23647.6,22630.97,22008.88,21805.8,22202.99,24067.88,28776.21,33569.49,37269.21,38201.01,38389.15,38520.59,36672.03,36652.94,38013.93,38609.99,39740.36,42560.6,41794.27,40667.3,38553.27,35760.62,32372.94,29221.2
20121113,27057.05,26122.81,25305.92,24874.2,25017.23,26607.87,30345.01,34505.8,37826.5,38680.35,38696.9,38755.8,36833.21,36546.49,37713.05,38428.36,39770.39,42661.15,42038.8,40421.69,38166.62,35385.5,32181.27,29131.82
20121114,27022.65,25902.13,25070.08,24778.6,24916.4,26433.58,30406.25,34654.71,38537.63,39470.45,39701.95,39508.09,37269.9,36875.34,37884.12,38603.84,39947.76,42818.93,42218.36,41021.67,38412.87,35531.89,32340.38,29223.94
20121115,27539.67,26281.24,25348.26,25036.32,25188.67,26828.83,30978.43,35323.19,39377.46,40291.01,40330.65,40152.62,37831.74,37557.21,38663.06,39432.4,40838.33,43844.72,43296.17,41949.95,39315.61,36273.62,33018.05,29723.45
20121116,27734.84,26246.99,25288.36,25050.14,25285.69,26862.34,30748.7,34955.77,38917.73,39601.66,39783.53,39641.72,37417.15,36968.61,38066.5,38917.87,40197.06,42990.2,42635.83,41304.13,38762.6,35821.03,32752.32,29686.13
20121117,27423.23,26264.76,25118.39,24673.21,24548.15,25131.59,26806.21,28885.57,31126.89,32448.23,32635.1,32093.18,30768.34,29395.24,29240.47,29665.09,31063.52,35170.23,36265.44,35769.95,33441.52,30965.64,28851.42,26771.22
20121118,25109.67,23711.49,22811.89,22350.42,22092.99,22443.42,23216.82,23609.04,25328.2,27148.52,28361.97,28766.68,28571.79,27066.74,26724.95,27070.77,28102.82,31504.24,32762.97,33008.75,32041.78,30442.29,28186.16,25719.91
20121119,23493.8,22616.69,21972.68,21883.1,22308.04,23953.71,29298.87,33876.22,38165.85,39457.34,39914.63,39966.75,37943.97,37876.57,39243.27,39998.68,41169.45,43451.44,42919.95,41465.11,38917.6,36088.22,32582.69,29509.01
20121120,27093.01,25909.93,25275.5,24952.66,25165.99,26460.07,31085.37,35277.44,39091.7,40215.39,40627.84,40495.95,38130.47,37611.1,38779.22,39694.42,40818.32,43383.75,42844.74,41304.27,38659.74,35810.38,32292.01,29314.96
20121121,27591.9,26418.69,25740.95,25494.51,25644.09,26890.03,31350.53,35866.98,39352.68,40551.92,40751.66,40459.06,38310.55,37916.82,39065.46,39954.48,41284.52,44140.6,43608.92,42038.74,39021.38,35986.28,32514.75,29603.63
20121122,27531.3,26148.97,25582.02,25487.08,25835.21,26895.06,31445.41,36146.57,39867.07,40980.42,40825.66,40526.43,38326.15,37940.22,38988.51,39763.63,41069.76,43729.23,42962.13,41447.15,38700.69,35851.22,32188.74,29314.06
20121123,27313.12,25892.29,25372.71,25206.17,25621.93,26665.91,31006.43,35322.52,38974.12,40204.54,39737.82,39638.13,37366.59,37067.3,38047.46,38818.1,39972.01,42770.81,42171.48,40718.02,37769.88,34840.51,31518.19,28870.96
20121124,27334.9,25860.56,24954.59,24650.99,24784.52,25144.66,26903.8,29570.65,31522.82,32889.29,32811.41,32373.27,31198.03,29937.83,29627.04,30042.34,31668.77,35166.44,36163.34,35886.84,33443.6,30933.81,28636.86,26787.97
20121125,25334.79,23892.81,22869.87,22535.45,22500.44,22730.29,23459.9,24340.17,25336.14,27015.68,27870.78,28246.7,28197.75,26985.75,26580.17,26971.44,28404.37,31719.1,32897.71,33410.27,32350.25,30721.6,28301.73,26039.8
20121126,24112.94,22710.61,22155.07,22023.37,22389.33,24014.79,29012.5,33982.25,38415.13,39718.24,39764.59,39692.64,37552.29,37380.49,38772.2,39461.12,41222.86,43355.99,42510.85,41196.32,38944.37,36027.3,32657.23,29755.12
20121127,27574.23,26143,25460.77,25230.13,25464.26,26670.32,30784.26,35293.24,39222.67,40346.06,40086.44,39835.56,37706.84,37308.06,38433.13,39163.14,41128.74,43212.84,42708.08,41080.96,38801.12,35752.52,32388.09,29689.21
20121128,27966.13,26714.39,25798.52,25471.53,25764.72,27033.36,31045.03,35995.49,39992.19,41096.72,40661.41,40448.76,38134.98,37678.3,39125.69,40200.22,42094.62,44222.21,43590.81,42243.4,39533.52,36635.33,33093.8,30290.29
20121129,28260.76,26763.21,25841.1,25487.45,25777.14,27236.44,31198.92,36159.74,40385.48,41538.53,41214.09,40760.76,38364.8,37833.11,39205.57,40162.98,41961.16,44602.13,43970.59,42653.43,40092.82,36989.04,33376.86,30390.11
20121130,27911.59,26447.42,25599.31,25266.75,25499.62,26746.72,30661.72,35957.1,40158.27,41297.25,41102.41,40671.04,38347.19,37790.21,38908.77,39642.89,41233.98,43967.52,43413.13,42224.92,39379.86,36248.47,32990.58,30108.43
20121201,27765.89,26294.41,25146.49,24846.03,24820.16,25106.63,26949.19,29999.78,32571.22,34181.18,34075.41,33556.33,31973.49,30590.38,30705.84,31255.52,33319.07,36507.46,37035.71,36726.59,34203.15,31702.23,29493.21,27372.25
20121202,25743.12,24221.57,23260.51,22573.93,22584.52,22874.27,23689.51,25102.77,26850.13,28923.3,29953.06,30243.17,30126.85,28517.03,28236.08,28656.68,30390.43,33541.11,34304.02,34625.94,33481.25,32034.27,29551.3,26718.54
20121203,24482.96,23194.38,22594.41,22377.66,22891.15,24872.75,29863.91,36108.58,41085.96,42465.47,42247.72,42125.48,39633.98,39492.54,40603.61,41794.36,43989.62,46141.18,44799.41,43378.91,40775.5,37962.99,34098.56,30648.83
20121204,28341.65,26916.29,26065.8,25786.62,26077.2,27454.26,31872.09,38065.32,42547.24,43520.36,43059.33,42614.59,40097.6,39557.59,40848.96,42001.67,44053.73,46398.5,45344.07,43854.12,40777.77,37881.33,34089.05,30708.62
20121205,28338.87,26863.18,25836.18,25587.79,25692.31,27157.58,31299.91,37521.09,41895.54,42586.85,42273.14,41845.72,39185.53,38674.37,39989.85,40940.43,42908.96,45127.48,43878.39,42719.5,40026.65,36884.45,33203.53,30101.99
20121206,28033.55,26274.56,25464.68,25073.72,25411.83,26873.96,31636.94,37551.48,42299.94,43004.14,42695.51,42230.57,39609.1,39055.22,40293.79,41446.79,43269.3,45522.89,44003.28,42954.59,40404.79,37400.03,33738.53,30701.47
20121207,28927.44,27238.94,26164.97,25757.89,25965.63,27386.06,32145.06,38008.48,42681.28,43809.48,43633.92,43284.07,40467.13,39733.28,40803.34,41786.21,43694.66,46024.66,44641.4,43408.09,41090.62,37955.94,34369.2,31028.4
20121208,27510.68,25708.71,24644.43,23922.87,23575.7,23737.43,24979.23,26293.86,27968.15,29889.12,30612.42,30718.48,29939.45,28370.95,27816.71,28258.57,29914.64,33147.34,33909.62,34612.6,33707.68,31967.74,29539.25,26954.37
20121209,25729.82,24020.89,22934.37,22400.67,22105.64,22795.53,24141.93,25652.08,27701.81,29771.81,30711.95,31100.01,30670.19,29297.72,28866.31,29221.76,31008.41,34611.5,35422.47,35700.19,34831.58,33152.94,30589.59,27653.08
20121210,25135.76,23905.25,23243.82,23000.92,23223.73,25395.36,30998.37,37517.9,42439.45,43855.81,43696.68,43431.11,40751.51,40442.09,41772.35,42736.6,44688.35,47211.27,45888.2,44667.47,42228.62,39337.35,35676.3,32091.05
20121211,28944.67,27428.27,26515.49,26138.76,26080.85,27906.44,32764.86,38974.22,43568.31,44736.33,44385.18,43918.29,40596.54,40038.35,41462.26,42498.41,44597.88,47105.05,45953.93,44733.08,41982.16,39156.25,35368.38,31867.3
20121212,29095.65,27364.96,26502.2,26297.18,26384.08,28014.83,32848.67,39265.52,44464.3,45490.7,45459.07,45082.59,42285.68,41666.82,42927.53,43823.2,45595.92,48082.38,46885.13,45560.4,42874.41,39766.48,35631.31,31835.1
20121213,28907.09,27199.9,26247.71,26048.31,26268.23,27787.36,32295.12,39040.06,44214.33,45351.3,45115.89,44649.84,41961.61,41447.06,42642.81,43282.09,45045.84,47481.04,46241.01,44825.09,42395.35,39283.65,34800.68,31012.71
20121214,29341.82,27652.03,26636.84,26521.47,26547.32,28063.42,32348.57,38705.4,43371.29,44650.28,44476.38,44145.25,41577.9,40828.64,42016.52,42389.43,44100.21,46297.69,45200.2,43818.83,41375.93,38484.79,34450.97,31142.81
20121215,29313.91,27479.82,26548.83,26118.07,25864.93,26629.83,28672.14,32022.44,34534.76,36457.55,36378.22,35821.17,34238.79,32670.44,32393.91,32428.56,34252.19,38188.9,38739.22,38810.41,36539.85,33942.93,31276.15,28869.12
20121216,26800,25321.54,24272.2,23808.56,23548.12,23934.3,25054.15,26377.53,27821.79,30021.23,31185.15,31435.65,31024.97,29436.33,28994.8,29272.69,30796.73,34453.49,35289.32,35779.69,34804.81,33168,30394.79,27740.86
20121217,25596.08,24304.93,23745.74,23544.41,23901.31,25702.14,30839.47,37268.73,41811.25,43638.88,43611.48,43256.36,40748.01,40398.45,41545.32,42287.2,44145.07,46482.45,45210.58,44000.88,41481.66,38477.76,34256.39,31057.1
20121218,28681,27009.22,26199.77,25966.93,25957.51,27427.75,32160.82,38418.83,43029.19,44830.23,44661.62,44313.8,41532.32,40862.72,42078.33,42755.48,44471.31,46878.22,45005.99,43836.17,41461.57,38417.88,34367.25,31084.58
20121219,28831.73,27270.12,26304.18,25976.66,26099.46,27803.39,31736.45,37536.21,42472.5,44633.54,44288.93,43834.73,41298.81,40614.23,41733.16,42420.93,44253.11,46825.61,45784.66,44506.51,41662.26,38604.03,34315.6,30996.32
20121220,28601.57,26864.75,26024.94,25811.22,25826.85,27169.8,31033.05,36844.84,42127.3,43965.96,43568.88,43171.21,40251.06,39398.43,40590.24,41517.65,43204.58,45441.65,44427.32,43123.03,40529.64,37454.26,33319.12,30094.32
