DateYYYYMMDD,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
20120119,29952.43,28311.61,27506.21,27234.37,27482.99,28961.17,33498.76,40181.97,44666.62,45820.33,45456.25,44826.85,41942.22,41184.97,42452.3,43303.03,44742.63,47216.63,46929.01,45825.98,43692.67,40599.45,36526.89,32761.16
20120120,29574.68,28008.87,27139.52,26937.5,27137.92,28791.8,33505.37,40524.88,44883.41,45982.67,45656.54,44281.14,41473.85,40632.22,41723.04,42493.79,43827.18,46496.35,46389.98,45315.16,42893.8,39977.04,36030.63,32628.06
20120121,29511.95,27800.6,26728.49,26252.4,26121.54,26946.07,29121.59,33331.4,36271.07,38179.98,38138.39,36703.7,34670.52,32950.33,32665.88,32870.41,34051.71,37948.98,39609.19,39559.23,37420.71,34666.93,31852.6,29349.55
20120122,27004.65,25174.17,23926.55,23323.78,23170.53,23563.28,24504.35,25847.31,27501.38,29932.18,30998.24,31253.1,31005.75,29193.73,28726.89,28673.62,29414.2,33032.04,35027.07,35555.33,34894.67,33509.98,30964.65,28133.91
20120123,25719.95,24164.21,23351.99,23251.3,23728.69,25675.22,31347.93,38140.11,42972.93,44621.57,44353.31,43659.46,40983.84,40703.38,42047.16,42753.31,43983.01,46388.86,46457.49,45121.01,43008.45,40105.4,35884.47,32231.54
20120124,28991.06,27467.3,26392.2,26089.77,26213.67,27740.77,32285.16,39455.69,44020.84,45408.23,44834.32,44144.46,41367.48,40785.89,42128.87,42852.67,44264.63,46766.28,46694.95,45286.46,42930.78,40138.64,35903.73,32209.39
20120125,29241.39,27832.35,26908.37,26655.73,26883.97,28383.45,32909.77,40012.66,44545.13,46256.21,45565.09,44787.01,42186.83,41514.83,42701.65,43156.16,44631.41,47031.83,47118.9,45717.62,43196.62,40467.26,36109.74,32266.33
20120126,29709.99,28095.5,27096.12,26795.26,27009.43,28443.01,33132.42,39931.22,44480.6,46526.37,45424.98,44963.69,42094.47,41378.67,42579.51,43261.44,44698.24,47079.52,47095.8,45683.91,43485.69,40445.19,36315.85,32397.58
20120127,29447.42,28166.96,27209.33,26798.4,27128.58,28378.33,33050.49,39244.89,43337.16,45200.95,44579.32,44188.39,41490.57,40682.53,41665.45,42430.14,43400.35,45719.04,46075.4,44800.51,42346.04,39441.53,35801.98,32202.43
20120128,29107.29,27997.9,27040.91,26508.26,26396.35,26984.89,29056.27,32484.33,35142.38,37452.36,37234.34,36359.93,34566.8,32812.29,32518.79,32665.83,33752.15,37644.94,39622.66,39472.65,37165.85,34637.04,31899.04,29045.44
20120129,26901.91,25034.59,23901.73,23346.51,23120.71,23401.96,24430.14,25627.07,27172.19,29754.14,30889.18,31453.43,31258.59,29692.98,29211.53,29202.55,29927.82,33075.19,34984.67,35478.32,34806.19,33340.31,30861.13,27934.15
20120130,25797.15,24153.05,23410.45,23246.96,23674.09,25503.47,31102.37,37740.42,42767.51,44872.34,44533.01,44202.63,41489.8,41115.88,42361.9,42992.36,43960.52,46233.94,46312.73,45208.86,43079.14,40181.93,36018.97,32230.89
20120131,29577.87,28023,27043.92,26755.59,26949.78,28382.84,32895.44,39250.89,44196.88,46139.74,45658.14,45330.81,42581.26,41889.08,43142.19,43905.27,44889.79,47130.88,47126.34,45747.3,43404.1,40518.6,36374.17,32296.52
20120201,30043.73,28795.25,27895.63,27849.11,27931.05,29444.67,33939.57,40802.48,45598.71,47406.28,47243.05,46812.5,43949.57,43053.97,44353.39,45048.94,45991.62,47348.85,48844.38,47481.35,44771.4,41776.37,37382.33,33227.1
20120202,30659.1,29321.2,28265.41,28080.47,28379.77,29802.46,34157.14,40519.83,45805.85,47806.09,47637.49,47406.86,44284.52,43590.4,45034.41,45302.7,45967.53,47293.15,48678.42,47502.37,44591.27,41497.68,37226.63,33403.18
20120203,29702.67,28205.82,27308.44,27353.34,27536.27,29001.72,33295.33,39864.16,44876.77,46612.78,46161.5,45912.92,42832.86,42120.23,43224.78,43908.74,44612.2,45625.99,46992.56,46031.68,43280.07,40287.93,36274.19,32385.16
20120204,29901.87,28118.82,27195.66,26738.84,26512.62,27253.98,29552.77,33692.75,36816.15,39099.53,38937.91,38132.11,35747.6,34005.26,33787.34,33985.44,34875.05,37770.81,40937.25,40879.19,38502.29,35819.27,32789.22,29842.62
20120205,27415.55,25797.29,24524.21,23925.99,23721.61,24215.61,25430.36,26641.62,28867.96,31195.49,32478.1,32828.12,32294.63,30610.3,30217.88,30160.6,30447.28,33494.31,36586.24,37529.37,36544.49,34802.73,32174.02,29098.74
20120206,26117.19,24605.23,23844.28,23768.38,24187.48,25927.42,31743.9,38866.69,44193.69,46274.43,46502.96,46056.35,42968.72,42374.89,43741.3,44256.45,45092.29,46385.32,47584.33,46465.72,44279.87,41066.95,36738.29,32705.25
20120207,29827.19,28111.67,27057.48,27131.5,27404.38,28873.77,33545.84,40196.6,45104.32,47209.7,47332.63,46664.74,43488.8,42629.4,43707.11,44340.87,45254.87,46413.76,47721.16,46602.14,44382.47,41234.06,36954.85,33012.55
20120208,30596.56,28819.34,28010.14,27709.29,28013.09,29576.16,34252.44,40625.51,45920.41,48126.09,48123.34,47505.51,44366.25,43253.66,44417.34,45254.38,46247.55,47238.48,48618.96,47333.96,44986.5,41956.88,37726.51,33614.41
